Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason,Prior_Loan_Repayment_Rate_Master,Prior_Loan_Repayment_History_Master,Prior_Loan_Purpose_Master,Farmer_Credit_Score_General_Master
LOAN_0001306,FARMER_05302,ENT_005302,2875000,18.4,2024-03-09,Yes,0,,6,5,Non-creditworthy,1.99,0.66,Family/Friends,0,28.4,3,No,N/A,0.0,None,Asset Acquisition,744
LOAN_0001307,FARMER_05305,ENT_005305,2655000,9.6,2023-06-23,Yes,0,,24,19,Non-creditworthy,2.2,0.76,Commercial Bank,1,9.3,0,No,N/A,0.0,None,Storage Construction,778
LOAN_0001308,FARMER_05308,ENT_005308,450000,30.0,2022-04-12,Yes,189000,2023-12-05,24,19,Non-creditworthy,0.56,0.69,Government Program,3,58.8,2,Yes,Other,0.42,Poor,Asset Acquisition,589
LOAN_0001309,FARMER_05312,ENT_005312,690000,29.7,2024-03-17,No,683100,2025-05-07,18,9,Non-creditworthy,1.72,0.59,Family/Friends,5,86.2,5,No,N/A,0.99,Excellent,Mechanization Loan,474
LOAN_0001310,FARMER_05316,ENT_005316,220000,27.0,2024-03-19,No,191400,2025-04-24,18,15,Creditworthy,0.6,0.58,Family/Friends,3,10.1,0,No,N/A,0.87,Good,Mechanization Loan,560
LOAN_0001311,FARMER_05319,ENT_005319,840000,23.5,2022-01-21,Yes,487200,2022-12-10,12,12,Creditworthy,0.71,0.62,Government Program,2,47.2,2,No,N/A,0.58,Fair,Bundled Services Loan,847
LOAN_0001312,FARMER_05335,ENT_005335,3240000,28.1,2015-08-17,Yes,0,,18,12,Creditworthy,3.05,0.46,Bank of Agriculture,0,37.4,4,No,N/A,0.0,None,Asset Acquisition,425
LOAN_0001313,FARMER_05340,ENT_005340,1585000,33.5,2019-03-14,Yes,0,,36,17,Creditworthy,0.65,0.55,Government Program,0,76.7,5,No,N/A,0.0,None,Asset Acquisition,765
LOAN_0001314,FARMER_05342,ENT_005342,3970000,28.6,2020-01-23,No,1071900,2021-01-20,18,7,Non-creditworthy,11.51,0.48,Government Program,2,95.2,4,Yes,Diversion of Funds,0.27,Poor,Working Capital,538
LOAN_0001315,FARMER_05348,ENT_005348,400000,33.3,2022-07-03,Yes,400000,2022-10-01,6,4,Non-creditworthy,0.19,0.71,Bank of Agriculture,2,67.7,0,No,N/A,1.0,Excellent,Working Capital,741
LOAN_0001316,FARMER_05350,ENT_005350,1915000,24.9,2022-11-08,Yes,0,,24,8,Creditworthy,1.32,0.47,Bank of Agriculture,4,54.2,3,No,N/A,0.0,None,Land Expansion,421
LOAN_0001317,FARMER_05353,ENT_005353,2750000,6.4,2024-02-24,Yes,2667500,2025-01-19,18,7,Creditworthy,1.6,0.51,Family/Friends,4,85.3,2,No,N/A,0.97,Excellent,Storage Construction,746
LOAN_0001318,FARMER_05363,ENT_005363,865000,13.5,2023-03-13,Yes,0,,18,2,Non-creditworthy,1.26,0.72,Government Program,4,97.1,6,No,N/A,0.0,None,Mechanization Loan,339
LOAN_0001319,FARMER_05365,ENT_005365,1360000,6.9,2019-03-07,No,625600,2019-09-23,12,5,Non-creditworthy,1.64,0.53,Family/Friends,2,48.2,4,Yes,Drought/Flood,0.46,Poor,Bundled Services Loan,710
LOAN_0001320,FARMER_05369,ENT_005369,405000,32.8,2017-02-05,No,129600,2018-03-05,18,11,Non-creditworthy,1.19,0.56,Bank of Agriculture,1,60.7,4,Yes,Market Loss,0.32,Poor,Mechanization Loan,362
LOAN_0001321,FARMER_05371,ENT_005371,680000,20.7,2018-12-29,No,673200,2020-10-07,36,24,Creditworthy,1.13,0.65,Informal Lender,3,79.9,3,No,N/A,0.99,Excellent,Land Expansion,685
LOAN_0001322,FARMER_05378,ENT_005378,615000,29.4,2019-05-10,No,153750,2020-03-07,18,11,Non-creditworthy,1.21,0.71,Government Program,2,59.5,6,Yes,Low/Poor Yield,0.25,Poor,Land Expansion,352
LOAN_0001323,FARMER_05379,ENT_005379,550000,18.7,2024-04-05,No,181500,2025-05-07,18,2,Non-creditworthy,4.2,0.64,Cooperative,2,10.5,2,Yes,Other,0.33,Poor,Bundled Services Loan,565
LOAN_0001324,FARMER_05380,ENT_005380,1580000,25.1,2023-11-05,No,1216600,2024-01-31,12,3,Creditworthy,1.33,0.51,Family/Friends,2,93.2,0,No,N/A,0.77,Fair,Storage Construction,463
LOAN_0001325,FARMER_05381,ENT_005381,2095000,11.8,2023-09-12,Yes,1801700,2024-01-16,18,11,Non-creditworthy,0.41,0.67,Informal Lender,1,80.5,2,No,N/A,0.86,Good,Mechanization Loan,827
LOAN_0001326,FARMER_05386,ENT_005386,1840000,21.2,2018-04-10,Yes,809600,2020-02-11,24,5,Non-creditworthy,1.06,0.66,Informal Lender,4,65.6,6,Yes,Policy Change,0.44,Poor,Asset Acquisition,524
LOAN_0001327,FARMER_05391,ENT_005391,325000,33.4,2014-08-19,Yes,0,,12,7,Creditworthy,1.6,0.69,Government Program,1,48.4,1,No,N/A,0.0,None,Asset Acquisition,530
LOAN_0001328,FARMER_05394,ENT_005394,4215000,26.1,2022-01-06,Yes,3709200,2022-04-28,24,8,Non-creditworthy,3.67,0.43,Cooperative,1,18.9,5,No,N/A,0.88,Good,Mechanization Loan,331
LOAN_0001329,FARMER_05395,ENT_005395,3050000,28.6,2020-05-29,Yes,2806000,2021-05-20,36,11,Creditworthy,1.58,0.54,Family/Friends,4,90.7,1,No,N/A,0.92,Good,Processing Equipment,759
LOAN_0001330,FARMER_05410,ENT_005410,2405000,15.6,2017-12-06,Yes,1370850,2018-11-30,12,10,Creditworthy,2.63,0.49,Family/Friends,2,78.5,5,No,N/A,0.57,Fair,Bundled Services Loan,486
LOAN_0001331,FARMER_05411,ENT_005411,340000,29.3,2019-11-28,No,159800,2020-01-05,6,5,Non-creditworthy,0.75,0.7,Cooperative,4,7.7,4,Yes,Policy Change,0.47,Poor,Processing Equipment,777
LOAN_0001332,FARMER_05412,ENT_005412,330000,25.7,2015-08-29,Yes,125400,2017-02-06,18,10,Non-creditworthy,1.2,0.46,Commercial Bank,2,29.9,4,Yes,Policy Change,0.38,Poor,Working Capital,396
LOAN_0001333,FARMER_05416,ENT_005416,1250000,30.5,2022-04-03,Yes,1137500,2023-09-15,18,12,Creditworthy,1.06,0.4,Family/Friends,4,12.4,0,No,N/A,0.91,Good,Processing Equipment,740
LOAN_0001334,FARMER_05418,ENT_005418,19155000,30.1,2023-09-02,No,10152150,2023-11-30,36,6,Non-creditworthy,7.92,0.78,Family/Friends,0,39.5,3,No,N/A,0.53,Fair,Mechanization Loan,636
LOAN_0001335,FARMER_05420,ENT_005420,1275000,31.6,2020-03-30,Yes,280500,2020-07-20,36,9,Non-creditworthy,1.61,0.76,Informal Lender,4,58.0,1,Yes,Input Price Hike,0.22,Poor,Storage Construction,412
LOAN_0001336,FARMER_05423,ENT_005423,1115000,18.9,2022-04-15,Yes,836250,2022-12-27,24,16,Non-creditworthy,3.41,0.64,Cooperative,5,96.8,5,No,N/A,0.75,Fair,Input Loan,728
LOAN_0001337,FARMER_05425,ENT_005425,470000,30.6,2023-05-23,Yes,178600,2023-08-15,18,15,Non-creditworthy,0.7,0.68,Cooperative,3,72.0,4,Yes,Drought/Flood,0.38,Poor,Bundled Services Loan,477
LOAN_0001338,FARMER_05427,ENT_005427,235000,22.9,2017-10-04,No,0,,6,3,Non-creditworthy,0.83,0.79,Commercial Bank,2,30.2,6,No,N/A,0.0,None,Land Expansion,605
LOAN_0001339,FARMER_05434,ENT_005434,305000,16.5,2024-02-20,No,161650,2025-01-01,36,5,Non-creditworthy,0.18,0.5,Government Program,5,6.7,1,No,N/A,0.53,Fair,Input Loan,508
LOAN_0001340,FARMER_05443,ENT_005443,2570000,5.2,2018-09-28,No,0,,36,9,Creditworthy,1.47,0.74,Commercial Bank,5,21.5,6,No,N/A,0.0,None,Bundled Services Loan,668
LOAN_0001341,FARMER_05446,ENT_005446,8950000,23.9,2018-08-01,Yes,895000,2020-07-11,24,20,Non-creditworthy,3.2,0.54,Government Program,2,15.2,1,Yes,Policy Change,0.1,Poor,Mechanization Loan,779
LOAN_0001342,FARMER_05447,ENT_005447,3270000,30.3,2024-05-01,Yes,2714100,2024-05-31,6,1,Creditworthy,2.8,0.69,Government Program,3,65.5,1,No,N/A,0.83,Good,Processing Equipment,827
LOAN_0001343,FARMER_05453,ENT_005453,365000,8.4,2023-12-29,Yes,62050,2025-05-07,36,12,Non-creditworthy,0.29,0.63,Bank of Agriculture,5,67.6,1,Yes,Diversion of Funds,0.17,Poor,Working Capital,352
LOAN_0001344,FARMER_05454,ENT_005454,635000,12.1,2017-09-08,No,349250,2020-07-30,36,5,Non-creditworthy,0.48,0.47,Commercial Bank,2,1.2,2,No,N/A,0.55,Fair,Working Capital,850
LOAN_0001345,FARMER_05457,ENT_005457,695000,14.7,2019-02-10,No,0,,24,13,Creditworthy,0.28,0.45,Commercial Bank,1,94.8,1,No,N/A,0.0,None,Mechanization Loan,632
LOAN_0001346,FARMER_05462,ENT_005462,150000,26.1,2023-10-23,Yes,145500,2025-03-04,24,21,Non-creditworthy,0.47,0.62,Bank of Agriculture,4,76.4,2,No,N/A,0.97,Excellent,Mechanization Loan,696
LOAN_0001347,FARMER_05469,ENT_005469,5140000,5.5,2020-02-07,Yes,0,,6,6,Creditworthy,2.2,0.79,Commercial Bank,5,18.3,0,No,N/A,0.0,None,Input Loan,378
LOAN_0001348,FARMER_05477,ENT_005477,3005000,6.9,2017-01-11,No,2914850,2018-07-03,36,25,Non-creditworthy,0.74,0.41,Informal Lender,0,85.6,0,No,N/A,0.97,Excellent,Storage Construction,448
LOAN_0001349,FARMER_05480,ENT_005480,1225000,16.7,2023-09-03,Yes,0,,36,36,Non-creditworthy,0.39,0.77,Informal Lender,5,30.9,0,No,N/A,0.0,None,Input Loan,566
LOAN_0001350,FARMER_05481,ENT_005481,505000,23.2,2023-11-07,Yes,0,,36,24,Non-creditworthy,0.45,0.57,Microfinance Bank,4,6.9,3,No,N/A,0.0,None,Working Capital,468
LOAN_0001351,FARMER_05487,ENT_005487,185000,33.7,2023-09-28,No,0,,36,29,Non-creditworthy,1.43,0.5,Family/Friends,5,68.6,0,No,N/A,0.0,None,Working Capital,650
LOAN_0001352,FARMER_05489,ENT_005489,6180000,6.3,2023-10-04,No,5067600,2024-02-12,6,5,Creditworthy,3.16,0.58,Cooperative,0,44.8,5,No,N/A,0.82,Good,Working Capital,545
LOAN_0001353,FARMER_05492,ENT_005492,2410000,31.4,2021-01-08,Yes,2385900,2022-04-03,18,2,Non-creditworthy,3.3,0.48,Bank of Agriculture,4,44.0,5,No,N/A,0.99,Excellent,Storage Construction,435
LOAN_0001354,FARMER_05498,ENT_005498,10090000,23.2,2016-07-19,No,0,,36,18,Creditworthy,3.4,0.58,Cooperative,1,73.3,3,No,N/A,0.0,None,Bundled Services Loan,601
LOAN_0001355,FARMER_05502,ENT_005502,1165000,6.3,2016-05-24,Yes,396100,2017-11-23,24,21,Non-creditworthy,1.77,0.67,Cooperative,0,13.8,3,Yes,Policy Change,0.34,Poor,Asset Acquisition,639
LOAN_0001356,FARMER_05503,ENT_005503,7670000,20.7,2022-08-04,Yes,0,,24,10,Creditworthy,2.76,0.4,Informal Lender,5,20.5,2,No,N/A,0.0,None,Processing Equipment,545
LOAN_0001357,FARMER_05504,ENT_005504,7455000,8.5,2020-06-18,Yes,6187650,2020-12-05,6,6,Non-creditworthy,2.28,0.75,Informal Lender,2,60.4,0,No,N/A,0.83,Good,Asset Acquisition,370
LOAN_0001358,FARMER_05507,ENT_005507,2105000,5.2,2016-05-06,No,1936600,2017-04-02,12,3,Non-creditworthy,1.63,0.69,Government Program,3,10.0,2,No,N/A,0.92,Good,Asset Acquisition,424
LOAN_0001359,FARMER_05510,ENT_005510,525000,34.3,2018-09-14,No,525000,2018-12-22,6,5,Non-creditworthy,0.33,0.47,Family/Friends,2,18.7,5,No,N/A,1.0,Excellent,Input Loan,657
LOAN_0001360,FARMER_05511,ENT_005511,225000,23.8,2015-08-30,No,218250,2016-01-08,6,3,Non-creditworthy,0.89,0.55,Informal Lender,4,31.2,6,No,N/A,0.97,Excellent,Working Capital,470
LOAN_0001361,FARMER_05516,ENT_005516,220000,17.7,2021-07-31,No,217800,2022-02-01,36,3,Non-creditworthy,0.26,0.48,Cooperative,5,30.6,3,No,N/A,0.99,Excellent,Processing Equipment,542
LOAN_0001362,FARMER_05518,ENT_005518,3700000,32.8,2015-02-07,Yes,3367000,2016-11-03,36,7,Non-creditworthy,1.54,0.64,Microfinance Bank,5,99.7,0,No,N/A,0.91,Good,Asset Acquisition,737
LOAN_0001363,FARMER_05520,ENT_005520,2495000,10.3,2023-12-31,Yes,1896200,2025-05-07,36,22,Non-creditworthy,2.91,0.47,Bank of Agriculture,0,7.8,6,No,N/A,0.76,Fair,Storage Construction,377
LOAN_0001364,FARMER_05530,ENT_005530,610000,27.9,2015-01-10,Yes,329400,2015-04-17,6,5,Non-creditworthy,0.67,0.73,Bank of Agriculture,2,93.9,4,No,N/A,0.54,Fair,Asset Acquisition,643
LOAN_0001365,FARMER_05531,ENT_005531,700000,12.8,2021-07-16,No,679000,2022-07-28,36,27,Creditworthy,0.31,0.69,Commercial Bank,4,63.0,4,No,N/A,0.97,Excellent,Asset Acquisition,387
LOAN_0001366,FARMER_05533,ENT_005533,930000,7.2,2023-10-11,Yes,827700,2023-11-26,24,23,Creditworthy,0.99,0.56,Microfinance Bank,5,25.4,4,No,N/A,0.89,Good,Mechanization Loan,462
LOAN_0001367,FARMER_05535,ENT_005535,3945000,14.7,2021-02-18,No,1262400,2021-06-23,36,36,Non-creditworthy,3.14,0.61,Bank of Agriculture,3,23.9,5,Yes,Diversion of Funds,0.32,Poor,Mechanization Loan,551
LOAN_0001368,FARMER_05536,ENT_005536,3590000,12.6,2022-09-17,No,1795000,2023-06-20,18,5,Creditworthy,1.49,0.61,Bank of Agriculture,4,52.7,0,No,N/A,0.5,Fair,Land Expansion,303
LOAN_0001369,FARMER_05549,ENT_005549,4305000,29.3,2023-12-17,Yes,2798250,2025-05-07,24,22,Non-creditworthy,3.15,0.44,Commercial Bank,1,83.5,1,No,N/A,0.65,Fair,Mechanization Loan,666
LOAN_0001370,FARMER_05553,ENT_005553,1335000,14.0,2023-02-19,No,1268250,2024-01-19,24,7,Creditworthy,2.78,0.72,Informal Lender,5,73.3,1,No,N/A,0.95,Excellent,Land Expansion,772
LOAN_0001371,FARMER_05558,ENT_005558,1730000,6.5,2019-03-04,Yes,968800,2020-09-04,36,25,Non-creditworthy,0.96,0.73,Informal Lender,2,65.4,0,No,N/A,0.56,Fair,Mechanization Loan,839
LOAN_0001372,FARMER_05569,ENT_005569,655000,15.4,2017-09-06,No,327500,2018-03-28,24,24,Non-creditworthy,0.2,0.62,Cooperative,0,76.9,2,No,N/A,0.5,Fair,Storage Construction,560
LOAN_0001373,FARMER_05574,ENT_005574,3185000,23.9,2019-10-21,No,0,,18,2,Creditworthy,0.88,0.44,Commercial Bank,1,61.0,0,No,N/A,0.0,None,Asset Acquisition,417
LOAN_0001374,FARMER_05575,ENT_005575,460000,28.2,2020-05-25,Yes,386400,2022-04-03,36,20,Creditworthy,0.49,0.59,Family/Friends,1,75.4,4,No,N/A,0.84,Good,Input Loan,554
LOAN_0001375,FARMER_05576,ENT_005576,415000,24.2,2023-03-01,No,390100,2023-06-30,6,4,Creditworthy,1.22,0.6,Microfinance Bank,2,58.7,6,No,N/A,0.94,Good,Working Capital,662
LOAN_0001376,FARMER_05580,ENT_005580,8035000,10.5,2023-10-11,Yes,6990450,2023-12-29,12,4,Non-creditworthy,3.99,0.41,Informal Lender,5,30.0,3,No,N/A,0.87,Good,Land Expansion,309
LOAN_0001377,FARMER_05591,ENT_005591,165000,19.2,2015-12-03,Yes,0,,12,6,Creditworthy,0.35,0.49,Cooperative,2,59.3,4,No,N/A,0.0,None,Processing Equipment,749
LOAN_0001378,FARMER_05593,ENT_005593,390000,7.8,2021-12-31,Yes,0,,6,3,Creditworthy,0.62,0.76,Commercial Bank,0,34.6,6,No,N/A,0.0,None,Bundled Services Loan,841
LOAN_0001379,FARMER_05598,ENT_005598,120000,33.3,2021-09-07,Yes,105600,2022-08-17,18,7,Non-creditworthy,0.81,0.76,Bank of Agriculture,5,55.1,4,No,N/A,0.88,Good,Working Capital,806
LOAN_0001380,FARMER_05604,ENT_005604,3035000,28.5,2019-12-08,No,3035000,2020-07-20,12,3,Creditworthy,1.1,0.49,Informal Lender,3,59.1,4,No,N/A,1.0,Excellent,Storage Construction,343
LOAN_0001381,FARMER_05608,ENT_005608,2340000,34.3,2021-01-12,No,2035800,2022-04-18,18,1,Non-creditworthy,2.95,0.43,Informal Lender,3,36.3,6,No,N/A,0.87,Good,Processing Equipment,355
LOAN_0001382,FARMER_05611,ENT_005611,845000,19.6,2023-10-30,Yes,228150,2024-03-01,6,6,Non-creditworthy,1.38,0.51,Bank of Agriculture,5,83.4,0,Yes,Input Price Hike,0.27,Poor,Storage Construction,646
LOAN_0001383,FARMER_05616,ENT_005616,425000,27.8,2015-03-17,No,102000,2015-08-14,6,3,Non-creditworthy,1.63,0.73,Microfinance Bank,1,57.1,2,Yes,Market Loss,0.24,Poor,Storage Construction,680
LOAN_0001384,FARMER_05624,ENT_005624,4420000,31.8,2016-12-21,Yes,4110600,2017-03-25,12,2,Non-creditworthy,2.67,0.65,Government Program,5,9.8,5,No,N/A,0.93,Good,Asset Acquisition,577
LOAN_0001385,FARMER_05626,ENT_005626,2920000,29.6,2023-07-01,No,2628000,2023-11-08,36,19,Creditworthy,1.12,0.53,Cooperative,3,49.3,1,No,N/A,0.9,Good,Land Expansion,504
LOAN_0001386,FARMER_05629,ENT_005629,6990000,27.7,2024-02-18,Yes,6780300,2024-04-19,24,4,Non-creditworthy,2.72,0.55,Microfinance Bank,4,62.0,3,No,N/A,0.97,Excellent,Land Expansion,304
LOAN_0001387,FARMER_05634,ENT_005634,420000,10.7,2021-09-28,Yes,0,,12,12,Non-creditworthy,0.59,0.69,Bank of Agriculture,3,80.6,2,No,N/A,0.0,None,Land Expansion,356
LOAN_0001388,FARMER_05635,ENT_005635,285000,27.6,2018-01-29,No,285000,2018-06-10,24,2,Creditworthy,0.22,0.77,Informal Lender,0,65.8,5,No,N/A,1.0,Excellent,Bundled Services Loan,308
LOAN_0001389,FARMER_05637,ENT_005637,1295000,27.0,2021-11-26,No,1217300,2023-08-01,36,36,Non-creditworthy,0.39,0.44,Government Program,3,7.8,3,No,N/A,0.94,Good,Asset Acquisition,306
LOAN_0001390,FARMER_05638,ENT_005638,735000,34.2,2023-09-28,No,0,,6,6,Creditworthy,1.81,0.71,Cooperative,4,25.5,2,No,N/A,0.0,None,Mechanization Loan,487
LOAN_0001391,FARMER_05642,ENT_005642,1015000,25.1,2024-02-19,No,0,,6,2,Non-creditworthy,1.25,0.69,Family/Friends,0,70.7,6,No,N/A,0.0,None,Input Loan,516
LOAN_0001392,FARMER_05647,ENT_005647,1750000,21.9,2018-01-07,Yes,1540000,2019-02-04,36,25,Creditworthy,2.86,0.67,Family/Friends,2,97.3,0,No,N/A,0.88,Good,Working Capital,768
LOAN_0001393,FARMER_05648,ENT_005648,2455000,32.4,2023-12-05,No,0,,18,5,Non-creditworthy,1.93,0.44,Cooperative,0,11.7,3,No,N/A,0.0,None,Processing Equipment,776
LOAN_0001394,FARMER_05649,ENT_005649,2940000,32.1,2020-04-17,Yes,2381400,2021-08-08,36,18,Creditworthy,2.91,0.8,Microfinance Bank,1,68.5,5,No,N/A,0.81,Good,Land Expansion,681
LOAN_0001395,FARMER_05656,ENT_005656,1015000,32.3,2019-05-15,Yes,994700,2020-03-24,24,4,Creditworthy,0.97,0.59,Bank of Agriculture,5,7.3,4,No,N/A,0.98,Excellent,Input Loan,460
LOAN_0001396,FARMER_05666,ENT_005666,1805000,7.2,2021-05-23,No,0,,36,28,Creditworthy,3.74,0.52,Microfinance Bank,2,33.2,6,No,N/A,0.0,None,Land Expansion,514
LOAN_0001397,FARMER_05667,ENT_005667,3600000,13.8,2019-04-08,No,1296000,2019-06-30,6,4,Non-creditworthy,2.19,0.48,Microfinance Bank,3,74.2,1,Yes,Illness of Farmer,0.36,Poor,Mechanization Loan,444
LOAN_0001398,FARMER_05671,ENT_005671,1480000,6.4,2023-08-24,Yes,1435600,2025-04-19,24,19,Non-creditworthy,0.99,0.59,Cooperative,0,65.7,6,No,N/A,0.97,Excellent,Bundled Services Loan,613
LOAN_0001399,FARMER_05678,ENT_005678,6275000,21.6,2023-03-06,Yes,5208250,2023-08-21,18,5,Creditworthy,3.0,0.72,Commercial Bank,3,52.4,5,No,N/A,0.83,Good,Bundled Services Loan,724
LOAN_0001400,FARMER_05690,ENT_005690,3600000,20.7,2022-10-15,Yes,2412000,2023-09-15,12,7,Creditworthy,1.2,0.7,Microfinance Bank,1,67.1,2,No,N/A,0.67,Fair,Processing Equipment,538
LOAN_0001401,FARMER_05693,ENT_005693,595000,7.3,2016-09-14,No,493850,2016-12-26,6,6,Creditworthy,1.71,0.7,Government Program,2,57.5,2,No,N/A,0.83,Good,Input Loan,530
LOAN_0001402,FARMER_05696,ENT_005696,620000,13.6,2019-01-31,No,601400,2020-01-25,18,6,Creditworthy,0.6,0.54,Family/Friends,0,39.2,0,No,N/A,0.97,Excellent,Working Capital,817
LOAN_0001403,FARMER_05701,ENT_005701,1455000,16.0,2023-09-20,Yes,0,,18,15,Creditworthy,0.54,0.79,Microfinance Bank,0,67.5,6,No,N/A,0.0,None,Mechanization Loan,383
LOAN_0001404,FARMER_05711,ENT_005711,3250000,25.4,2023-08-28,No,2990000,2023-12-16,6,1,Non-creditworthy,0.8,0.71,Informal Lender,3,23.9,6,No,N/A,0.92,Good,Storage Construction,451
LOAN_0001405,FARMER_05715,ENT_005715,310000,23.3,2023-10-02,Yes,0,,6,1,Non-creditworthy,0.51,0.51,Government Program,1,99.0,1,No,N/A,0.0,None,Bundled Services Loan,839
LOAN_0001406,FARMER_05716,ENT_005716,795000,20.7,2017-01-01,No,246450,2018-11-03,24,22,Non-creditworthy,1.99,0.45,Cooperative,2,4.3,0,Yes,Drought/Flood,0.31,Poor,Input Loan,437
LOAN_0001407,FARMER_05720,ENT_005720,765000,22.9,2017-08-29,No,0,,24,15,Creditworthy,1.19,0.43,Informal Lender,1,88.5,4,No,N/A,0.0,None,Bundled Services Loan,630
LOAN_0001408,FARMER_05721,ENT_005721,1575000,15.6,2021-09-10,No,1149750,2022-11-17,18,6,Creditworthy,1.07,0.7,Government Program,5,60.6,1,No,N/A,0.73,Fair,Working Capital,639
LOAN_0001409,FARMER_05723,ENT_005723,425000,28.8,2020-01-01,Yes,72250,2020-02-14,6,5,Non-creditworthy,0.26,0.77,Bank of Agriculture,4,32.0,5,Yes,Drought/Flood,0.17,Poor,Bundled Services Loan,330
LOAN_0001410,FARMER_05728,ENT_005728,1635000,20.8,2023-10-12,Yes,1455150,2025-05-07,36,24,Creditworthy,1.53,0.78,Bank of Agriculture,1,25.8,1,No,N/A,0.89,Good,Mechanization Loan,817
LOAN_0001411,FARMER_05729,ENT_005729,1275000,26.9,2024-03-03,No,994500,2025-03-30,18,13,Creditworthy,1.48,0.63,Cooperative,0,53.8,6,No,N/A,0.78,Fair,Working Capital,391
LOAN_0001412,FARMER_05731,ENT_005731,5190000,25.1,2023-11-04,No,0,,36,33,Non-creditworthy,3.26,0.67,Government Program,0,4.0,5,No,N/A,0.0,None,Processing Equipment,432
LOAN_0001413,FARMER_05734,ENT_005734,1325000,26.4,2023-10-30,No,636000,2024-12-06,24,22,Non-creditworthy,0.96,0.68,Government Program,2,62.0,4,Yes,Low/Poor Yield,0.48,Poor,Input Loan,778
LOAN_0001414,FARMER_05736,ENT_005736,320000,5.1,2023-12-18,Yes,310400,2025-05-07,36,12,Creditworthy,0.38,0.47,Informal Lender,3,83.1,1,No,N/A,0.97,Excellent,Bundled Services Loan,409
LOAN_0001415,FARMER_05748,ENT_005748,2445000,28.9,2019-03-14,Yes,2396100,2019-09-17,24,16,Creditworthy,6.75,0.62,Family/Friends,4,6.7,5,No,N/A,0.98,Excellent,Bundled Services Loan,797
LOAN_0001416,FARMER_05749,ENT_005749,30000,6.9,2022-07-06,Yes,0,,12,3,Non-creditworthy,0.21,0.75,Informal Lender,3,11.4,4,No,N/A,0.0,None,Bundled Services Loan,613
LOAN_0001417,FARMER_05752,ENT_005752,320000,8.2,2016-08-10,No,166400,2017-12-27,24,14,Creditworthy,2.11,0.43,Microfinance Bank,1,79.9,5,No,N/A,0.52,Fair,Storage Construction,736
LOAN_0001418,FARMER_05753,ENT_005753,715000,18.1,2021-11-07,Yes,278850,2021-12-14,12,7,Non-creditworthy,1.23,0.71,Government Program,3,95.4,1,Yes,Market Loss,0.39,Poor,Mechanization Loan,699
LOAN_0001419,FARMER_05763,ENT_005763,170000,29.1,2017-03-14,Yes,120700,2018-04-04,24,21,Creditworthy,0.68,0.68,Microfinance Bank,4,75.3,4,No,N/A,0.71,Fair,Mechanization Loan,821
LOAN_0001420,FARMER_05769,ENT_005769,400000,7.8,2017-02-12,Yes,356000,2017-06-08,6,5,Non-creditworthy,1.31,0.42,Cooperative,0,87.2,3,No,N/A,0.89,Good,Storage Construction,361
LOAN_0001421,FARMER_05774,ENT_005774,605000,34.0,2016-04-29,Yes,514250,2016-10-05,12,10,Creditworthy,1.81,0.62,Bank of Agriculture,3,90.9,5,No,N/A,0.85,Good,Asset Acquisition,736
LOAN_0001422,FARMER_05778,ENT_005778,250000,29.7,2024-01-21,Yes,202500,2025-05-07,36,3,Non-creditworthy,0.72,0.45,Commercial Bank,5,40.1,2,No,N/A,0.81,Good,Mechanization Loan,609
LOAN_0001423,FARMER_05782,ENT_005782,870000,7.9,2017-11-22,Yes,0,,18,10,Creditworthy,0.3,0.71,Bank of Agriculture,0,73.0,3,No,N/A,0.0,None,Bundled Services Loan,452
LOAN_0001424,FARMER_05784,ENT_005784,4195000,31.9,2019-10-05,Yes,0,,24,24,Creditworthy,1.55,0.62,Cooperative,2,92.9,4,No,N/A,0.0,None,Land Expansion,418
LOAN_0001425,FARMER_05805,ENT_005805,205000,20.6,2021-07-09,No,75850,2022-11-25,24,13,Non-creditworthy,0.41,0.49,Informal Lender,5,72.6,6,Yes,Other,0.37,Poor,Working Capital,701
LOAN_0001426,FARMER_05806,ENT_005806,1415000,11.7,2023-05-22,Yes,1372550,2023-08-30,12,4,Creditworthy,0.7,0.41,Bank of Agriculture,0,70.4,6,No,N/A,0.97,Excellent,Bundled Services Loan,811
LOAN_0001427,FARMER_05807,ENT_005807,825000,13.0,2022-01-02,No,808500,2024-05-03,36,5,Creditworthy,1.46,0.54,Government Program,2,38.3,1,No,N/A,0.98,Excellent,Land Expansion,483
LOAN_0001428,FARMER_05808,ENT_005808,780000,6.9,2018-11-13,No,507000,2020-01-10,24,20,Creditworthy,0.97,0.47,Cooperative,3,59.0,3,No,N/A,0.65,Fair,Storage Construction,624
LOAN_0001429,FARMER_05818,ENT_005818,8310000,22.1,2014-12-05,Yes,7063500,2015-01-24,18,15,Creditworthy,4.41,0.43,Family/Friends,4,57.3,1,No,N/A,0.85,Good,Working Capital,549
