state,age,gender,education,household_size,farm_size_hectares,primary_crop,secondary_crop,livestock_type,farming_experience_years,has_bank_account,uses_mobile_money,monthly_income_naira,off_farm_income_naira,utility_payment_score,monthly_mobile_spend_naira,has_smartphone,has_previous_loan,last_loan_amount_naira,loan_product_type,repaid_last_loan_on_time,has_default_history,cooperative_member,cooperative_repayment_rate_percent,last_utility_payment_date,last_rent_payment_date,social_media_usage,ecommerce_activity,total_income,income_per_capita,farm_size_category
Benue,30,Female,Tertiary,5,2.95,Vegetables,Soybean,Pigs,0,False,True,161710,70778,845,3300,False,True,247214,Mechanization Services,True,False,True,100,2025-03-01,2025-03-12,High,False,232488,46497.6,Small (1-5ha)
Bauchi,62,Female,Tertiary,5,4.89,Sesame,Rubber,Sheep,16,True,False,144156,49365,849,8207,True,False,0,None,False,False,False,0,2025-02-28,2025-04-05,Medium,False,193521,38704.2,Small (1-5ha)
Kogi,52,Male,Tertiary,3,3.84,Rubber,Sesame,Pigs,29,True,True,128221,55746,772,5791,True,False,0,None,False,False,True,76,2025-03-07,2025-03-23,Medium,False,183967,61322.333333333336,Small (1-5ha)
Abia,20,Female,Tertiary,12,1.05,Rubber,Sorghum,Pigs,0,False,False,31238,13575,769,9450,True,True,140715,Bundled Services,True,False,False,0,2025-02-16,,Low,False,44813,3734.4166666666665,Small (1-5ha)
Gombe,59,Male,Tertiary,2,3.7,Cotton,Cocoa,Poultry,35,True,True,32277,10163,731,8885,False,False,0,None,False,False,False,0,2025-03-18,2025-04-23,None,True,42440,21220.0,Small (1-5ha)
Jigawa,21,Female,Tertiary,4,3.66,Cotton,None,Fish Farming,1,False,True,93967,38803,612,3488,False,False,0,None,False,False,True,71,2025-03-28,,High,False,132770,33192.5,Small (1-5ha)
Delta,62,Female,None,8,1.54,Cotton,Oil Palm,Cattle,16,True,False,5589,2201,631,4940,False,False,0,None,False,False,True,99,2025-04-19,2025-04-21,High,False,7790,973.75,Small (1-5ha)
Jigawa,35,Male,None,3,7.25,Cocoa,Maize,Goats,13,False,True,118409,499,828,4020,False,False,0,None,False,False,True,76,2025-02-06,2025-03-25,None,True,118908,39636.0,Medium (5-10ha)
Bayelsa,44,Female,Tertiary,8,1.6,Yam,Rice,None,11,False,False,136285,32286,757,4577,False,True,459825,Mechanization Services,False,True,True,99,2025-03-08,2025-04-13,Low,True,168571,21071.375,Small (1-5ha)
Ogun,55,Male,Primary,1,7.06,Sorghum,Rice,Poultry,35,True,True,32562,9766,362,4337,True,True,202298,Farm Inputs,True,False,True,76,2025-03-30,2025-04-16,None,True,42328,42328.0,Medium (5-10ha)
Borno,23,Female,Tertiary,5,5.74,Vegetables,Cocoa,Pigs,0,False,False,100506,28756,847,668,True,False,0,None,False,False,True,92,2025-04-10,2025-05-04,Medium,False,129262,25852.4,Medium (5-10ha)
Anambra,20,Female,Tertiary,3,5.35,Vegetables,Groundnut,Goats,2,False,False,64197,21446,500,3052,True,True,162404,Farm Inputs,True,False,False,0,2025-03-22,,Low,False,85643,28547.666666666668,Medium (5-10ha)
Taraba,18,Male,Secondary,7,6.98,Millet,Cocoa,Cattle,0,True,True,135453,9092,763,2169,False,True,254703,Farm Inputs,False,True,True,81,2025-04-28,,Low,False,144545,20649.285714285714,Medium (5-10ha)
Abia,20,Female,Primary,12,9.34,Sesame,None,Poultry,1,False,False,86338,4650,730,6990,False,True,21708,Mechanization Services,True,False,True,83,2025-04-15,,None,False,90988,7582.333333333333,Medium (5-10ha)
Kano,60,Male,None,5,4.09,Groundnut,Soybean,None,23,False,True,167327,48912,376,5451,False,True,270592,Farm Inputs,True,False,False,0,2025-04-22,2025-04-08,High,False,216239,43247.8,Small (1-5ha)
Kwara,46,Female,None,2,6.98,Oil Palm,Sorghum,Poultry,20,True,False,170282,40749,822,7669,False,True,63312,Mechanization Services,True,False,False,0,2025-02-05,2025-04-01,Medium,False,211031,105515.5,Medium (5-10ha)
Anambra,61,Male,Primary,6,0.98,Oil Palm,Tomato,Poultry,23,False,False,191763,8188,413,8097,False,False,0,None,False,False,False,0,2025-03-01,2025-04-25,High,False,199951,33325.166666666664,Subsistence (<1ha)
Akwa Ibom,60,Male,Primary,10,1.46,Cowpea,Groundnut,Cattle,6,True,False,51967,16201,652,4443,True,False,0,None,False,False,False,0,2025-03-28,2025-04-20,High,False,68168,6816.8,Small (1-5ha)
Benue,55,Female,Secondary,2,2.79,Maize,Groundnut,Poultry,10,False,False,136097,34798,382,2672,True,True,430498,Bundled Services,False,True,False,0,2025-04-14,2025-04-11,Medium,False,170895,85447.5,Small (1-5ha)
Kaduna,59,Female,Tertiary,10,7.15,Rice,Soybean,Pigs,23,True,True,46895,973,705,8967,True,False,0,None,False,False,False,0,2025-04-25,2025-03-24,None,False,47868,4786.8,Medium (5-10ha)
Benue,43,Male,Tertiary,5,0.41,Sorghum,Tomato,Cattle,19,False,True,114548,895,609,5959,False,False,0,None,False,False,False,0,2025-04-25,2025-04-14,Medium,False,115443,23088.6,Subsistence (<1ha)
Oyo,46,Female,Secondary,4,0.1,Sesame,Sorghum,Cattle,2,True,False,111177,39007,398,5573,True,True,192922,Bundled Services,True,False,False,0,2025-05-03,2025-03-09,Low,True,150184,37546.0,Subsistence (<1ha)
Ebonyi,64,Female,None,6,1.53,Cassava,Cowpea,Poultry,21,True,True,20098,4231,371,1728,False,True,135980,Mechanization Services,True,False,True,95,2025-04-15,2025-03-25,High,True,24329,4054.8333333333335,Small (1-5ha)
Borno,29,Female,Tertiary,8,9.69,Vegetables,Oil Palm,Poultry,0,True,True,115663,18135,763,4214,False,True,150457,Bundled Services,False,True,True,93,2025-02-22,2025-04-28,Low,False,133798,16724.75,Medium (5-10ha)
Akwa Ibom,20,Male,None,2,1.47,Cowpea,Cassava,Poultry,0,False,True,132728,44626,408,9535,False,True,30406,Bundled Services,False,True,False,0,2025-04-12,,None,True,177354,88677.0,Small (1-5ha)
Delta,43,Female,Secondary,4,0.78,Oil Palm,Maize,Poultry,10,False,True,107900,50572,471,8375,True,True,400549,Mechanization Services,False,True,False,0,2025-02-12,2025-04-07,Medium,False,158472,39618.0,Subsistence (<1ha)
Kaduna,38,Female,Secondary,8,4.59,Cotton,Millet,Sheep,13,True,True,171911,13191,448,1498,True,True,477983,Bundled Services,True,False,True,90,2025-05-05,2025-04-24,Low,False,185102,23137.75,Small (1-5ha)
Niger,44,Male,Secondary,12,5.71,Rubber,Soybean,Goats,9,True,False,78967,15104,619,6145,True,False,0,None,False,False,True,96,2025-04-09,2025-04-14,None,False,94071,7839.25,Medium (5-10ha)
Plateau,56,Male,Tertiary,9,5.31,Vegetables,Sesame,None,15,True,True,162155,5920,657,2564,True,False,0,None,False,False,False,0,2025-02-24,2025-04-19,High,False,168075,18675.0,Medium (5-10ha)
Anambra,38,Female,None,4,0.32,Vegetables,Groundnut,None,5,True,False,44614,4587,362,9271,True,False,0,None,False,False,True,91,2025-04-08,2025-03-14,None,False,49201,12300.25,Subsistence (<1ha)
Ebonyi,43,Female,Primary,7,1.44,Groundnut,Sorghum,Goats,24,True,False,109545,41885,390,4879,False,True,112332,Bundled Services,True,False,True,71,2025-05-04,2025-04-15,Medium,False,151430,21632.85714285714,Small (1-5ha)
Ebonyi,43,Female,Primary,7,7.98,Rice,Oil Palm,Goats,1,True,False,21476,221,750,5610,True,False,0,None,False,False,True,96,2025-05-04,2025-04-29,High,False,21697,3099.5714285714284,Medium (5-10ha)
Benue,27,Female,Primary,6,8.39,Sorghum,None,Cattle,7,False,False,179722,59346,611,664,False,True,142863,Bundled Services,False,True,True,72,2025-03-28,2025-03-21,None,False,239068,39844.666666666664,Medium (5-10ha)
Taraba,29,Female,None,7,2.24,Cocoa,None,Sheep,7,False,True,34838,11537,835,2228,False,True,297067,Mechanization Services,True,False,True,91,2025-02-17,2025-04-22,None,False,46375,6625.0,Small (1-5ha)
Kaduna,56,Female,None,10,9.83,Tomato,Soybean,Poultry,38,True,False,122823,31265,650,3310,False,False,0,None,False,False,False,0,2025-02-08,2025-04-16,Medium,False,154088,15408.8,Medium (5-10ha)
Taraba,47,Male,Secondary,12,2.14,Cocoa,None,Goats,9,False,True,102494,23474,375,4459,True,False,0,None,False,False,True,76,2025-03-21,2025-04-05,None,False,125968,10497.333333333334,Small (1-5ha)
Plateau,40,Female,Primary,1,5.95,Cotton,None,Poultry,7,True,True,186560,77726,716,8276,True,False,0,None,False,False,False,0,2025-04-30,2025-03-22,Medium,False,264286,264286.0,Medium (5-10ha)
Borno,52,Male,None,10,4.24,Rice,Soybean,Sheep,34,True,True,19287,588,341,3595,True,True,403550,Mechanization Services,True,False,False,0,2025-04-11,2025-03-09,Medium,False,19875,1987.5,Small (1-5ha)
Sokoto,58,Female,Secondary,9,3.57,Sorghum,Millet,Sheep,33,True,True,27577,4686,699,1947,True,True,419953,Mechanization Services,True,False,False,0,2025-03-05,2025-04-06,High,False,32263,3584.777777777778,Small (1-5ha)
Benue,60,Female,Secondary,1,4.18,Rice,Cotton,None,19,False,False,49242,15717,383,4011,False,False,0,None,False,False,False,0,2025-04-04,2025-04-20,None,True,64959,64959.0,Small (1-5ha)
Kano,34,Male,Primary,11,5.34,Millet,Sorghum,Cattle,16,True,False,171890,6392,325,9689,False,True,337821,Farm Inputs,True,False,False,0,2025-04-06,2025-04-01,Medium,False,178282,16207.454545454546,Medium (5-10ha)
Bauchi,46,Male,None,3,9.42,Groundnut,Rice,Cattle,20,True,True,149251,18658,778,4986,False,True,162458,Bundled Services,False,True,True,77,2025-03-14,2025-03-26,Low,True,167909,55969.666666666664,Medium (5-10ha)
Kaduna,33,Female,None,2,4.06,Rice,Sorghum,Fish Farming,7,False,False,170995,35369,410,9319,False,True,93769,Farm Inputs,True,False,True,95,2025-02-21,2025-04-23,Low,False,206364,103182.0,Small (1-5ha)
Gombe,39,Male,Secondary,11,5.79,Vegetables,Yam,Fish Farming,3,False,True,177502,30552,548,9485,True,True,368600,Bundled Services,True,False,False,0,2025-02-19,2025-05-05,Medium,False,208054,18914.0,Medium (5-10ha)
Kogi,38,Female,None,10,4.68,Yam,Sesame,Poultry,0,False,False,93162,10107,396,4120,True,True,66228,Farm Inputs,True,False,False,0,2025-03-18,2025-04-15,Medium,True,103269,10326.9,Small (1-5ha)
Katsina,40,Female,Tertiary,11,7.08,Maize,Cassava,None,10,False,False,43665,3853,527,5507,True,False,0,None,False,False,False,0,2025-04-06,2025-04-15,Medium,False,47518,4319.818181818182,Medium (5-10ha)
Oyo,33,Female,Secondary,2,6.71,Vegetables,Sesame,Sheep,11,True,True,132793,58275,704,3069,True,True,310802,Mechanization Services,True,False,False,0,2025-04-26,2025-04-15,Low,True,191068,95534.0,Medium (5-10ha)
Cross River,47,Female,Tertiary,11,8.97,Groundnut,Cassava,None,22,False,True,133607,23786,798,9877,False,True,302897,Bundled Services,True,False,False,0,2025-03-11,2025-04-03,High,True,157393,14308.454545454546,Medium (5-10ha)
Niger,29,Male,None,12,2.96,Rubber,None,Goats,8,True,False,184636,8849,811,8922,False,False,0,None,False,False,True,86,2025-04-19,2025-03-17,High,False,193485,16123.75,Small (1-5ha)
Osun,45,Male,Tertiary,1,3.78,Tomato,Soybean,Fish Farming,19,True,True,131465,17611,774,6529,False,False,0,None,False,False,False,0,2025-02-08,2025-03-28,None,False,149076,149076.0,Small (1-5ha)
Bayelsa,46,Female,Tertiary,4,2.27,Oil Palm,None,Fish Farming,4,True,False,177838,61544,611,5562,True,True,86034,Mechanization Services,False,True,True,89,2025-02-07,2025-03-12,Low,False,239382,59845.5,Small (1-5ha)
Akwa Ibom,34,Male,Tertiary,4,3.78,Sesame,Tomato,Cattle,4,True,False,97870,34920,384,5343,True,True,202175,Mechanization Services,True,False,True,89,2025-05-02,2025-03-31,Low,False,132790,33197.5,Small (1-5ha)
Ebonyi,27,Female,None,3,0.65,Cowpea,Cocoa,Sheep,5,False,False,124433,29651,625,1859,True,True,79582,Farm Inputs,True,False,False,0,2025-03-22,2025-04-21,Medium,True,154084,51361.333333333336,Subsistence (<1ha)
Enugu,59,Female,None,7,0.79,Sesame,Rubber,Sheep,40,False,False,21184,9477,427,5281,False,True,256001,Farm Inputs,True,False,False,0,2025-04-14,2025-03-26,None,False,30661,4380.142857142857,Subsistence (<1ha)
Katsina,40,Female,Primary,12,2.19,Soybean,Maize,Cattle,10,False,True,73340,4424,631,6577,False,True,431775,Bundled Services,True,False,True,70,2025-02-26,2025-04-18,None,False,77764,6480.333333333333,Small (1-5ha)
Jigawa,57,Male,Secondary,8,4.03,Yam,Sorghum,Poultry,10,False,True,12730,5418,542,7147,False,False,0,None,False,False,True,71,2025-04-24,2025-03-15,None,False,18148,2268.5,Small (1-5ha)
Ogun,37,Female,Tertiary,9,2.45,Rice,Soybean,Cattle,14,True,False,59790,27294,662,5868,True,False,0,None,False,False,True,100,2025-03-01,2025-03-27,Medium,False,87084,9676.0,Small (1-5ha)
Kwara,37,Male,Primary,7,8.95,Rubber,Groundnut,Goats,7,False,True,47427,16484,577,6332,False,False,0,None,False,False,False,0,2025-04-02,2025-04-23,Medium,False,63911,9130.142857142857,Medium (5-10ha)
Ogun,57,Male,None,12,9.0,Rice,None,Poultry,7,False,True,162447,3191,681,6336,True,False,0,None,False,False,True,70,2025-04-30,2025-05-05,None,True,165638,13803.166666666666,Medium (5-10ha)
Ondo,56,Female,Tertiary,8,0.16,Vegetables,Rubber,Sheep,26,True,True,22815,9396,506,7616,True,False,0,None,False,False,False,0,2025-03-14,2025-04-26,Low,False,32211,4026.375,Subsistence (<1ha)
Bauchi,44,Male,Primary,7,1.53,Millet,Yam,Sheep,13,False,False,45611,3896,735,2217,True,True,330507,Bundled Services,False,True,False,0,2025-05-02,2025-03-17,Low,False,49507,7072.428571428572,Small (1-5ha)
Lagos,43,Male,Primary,10,4.99,Soybean,Yam,Goats,7,True,False,141131,67250,387,5352,True,True,107088,Farm Inputs,True,False,False,0,2025-04-16,2025-04-17,None,True,208381,20838.1,Small (1-5ha)
Kogi,65,Male,Tertiary,12,4.25,Rice,Maize,Pigs,24,False,True,153854,22305,422,9608,False,False,0,None,False,False,False,0,2025-02-06,2025-04-04,Low,False,176159,14679.916666666666,Small (1-5ha)
Sokoto,19,Female,Tertiary,8,9.66,Oil Palm,None,Sheep,1,False,True,189154,73860,384,2463,True,False,0,None,False,False,True,82,2025-04-10,,High,False,263014,32876.75,Medium (5-10ha)
Rivers,49,Female,Tertiary,3,2.68,Cassava,Cocoa,Cattle,12,True,True,42131,12386,663,1081,True,True,446282,Farm Inputs,True,False,True,73,2025-03-20,2025-04-05,Medium,True,54517,18172.333333333332,Small (1-5ha)
Kwara,18,Male,Primary,11,5.15,Cotton,Tomato,None,0,True,True,89231,5638,440,8115,False,False,0,None,False,False,True,72,2025-03-29,,None,True,94869,8624.454545454546,Medium (5-10ha)
Oyo,34,Female,Secondary,11,3.92,Soybean,Groundnut,Sheep,2,False,True,165285,63143,397,4438,True,True,167002,Farm Inputs,True,False,False,0,2025-03-26,2025-04-05,None,False,228428,20766.18181818182,Small (1-5ha)
Nasarawa,33,Male,Primary,5,4.99,Cocoa,Cassava,Sheep,6,False,False,59024,14689,308,6544,True,True,125013,Bundled Services,True,False,False,0,2025-04-18,2025-04-16,High,False,73713,14742.6,Small (1-5ha)
Delta,33,Male,Primary,12,3.17,Tomato,None,Cattle,10,True,True,92177,16752,508,8808,False,True,120038,Farm Inputs,True,False,True,86,2025-02-11,2025-05-03,Low,True,108929,9077.416666666666,Small (1-5ha)
Borno,62,Male,Tertiary,10,5.61,Rubber,Tomato,None,1,False,True,68631,22735,480,4778,False,False,0,None,False,False,False,0,2025-03-10,2025-03-26,High,False,91366,9136.6,Medium (5-10ha)
Ondo,39,Female,Tertiary,3,8.68,Cowpea,Cocoa,Cattle,0,False,True,90011,15418,308,918,False,False,0,None,False,False,True,78,2025-02-28,2025-03-31,High,False,105429,35143.0,Medium (5-10ha)
Borno,45,Male,Primary,12,6.25,Sesame,Tomato,Fish Farming,26,True,True,37640,7362,821,9833,False,True,389451,Farm Inputs,True,False,True,72,2025-04-04,2025-03-30,Low,True,45002,3750.1666666666665,Medium (5-10ha)
Adamawa,24,Female,Tertiary,7,6.3,Vegetables,Cotton,Fish Farming,2,True,True,131051,55817,844,2257,True,True,348446,Farm Inputs,False,True,True,85,2025-03-24,2025-04-15,Medium,False,186868,26695.428571428572,Medium (5-10ha)
Bayelsa,30,Male,Primary,10,1.66,Rice,Yam,Fish Farming,3,True,True,104407,49734,615,2846,True,True,495624,Mechanization Services,True,False,True,88,2025-02-21,2025-04-01,None,True,154141,15414.1,Small (1-5ha)
Sokoto,53,Female,None,1,9.54,Cowpea,Sesame,Sheep,30,True,False,135635,20452,722,6629,False,True,479568,Mechanization Services,False,True,True,91,2025-03-31,2025-04-07,High,False,156087,156087.0,Medium (5-10ha)
Delta,54,Female,Primary,8,1.15,Cotton,None,None,31,True,False,163398,1382,421,5281,False,True,121669,Bundled Services,True,False,True,77,2025-03-24,2025-03-31,Low,True,164780,20597.5,Small (1-5ha)
Kwara,23,Male,Secondary,8,1.4,Oil Palm,Cocoa,Fish Farming,5,True,True,64011,15550,478,4546,True,True,283020,Mechanization Services,True,False,False,0,2025-03-23,2025-04-29,High,True,79561,9945.125,Small (1-5ha)
Ekiti,51,Male,Secondary,11,8.48,Sesame,Vegetables,Pigs,1,False,True,41826,18961,418,2845,True,True,106258,Farm Inputs,True,False,True,80,2025-02-18,2025-05-03,Medium,False,60787,5526.090909090909,Medium (5-10ha)
Oyo,55,Male,Tertiary,12,3.45,Oil Palm,Cowpea,Fish Farming,29,True,True,90950,44786,337,1315,False,True,271308,Farm Inputs,True,False,True,70,2025-02-18,2025-04-22,High,False,135736,11311.333333333334,Small (1-5ha)
Kano,27,Male,Tertiary,3,6.19,Sesame,Millet,Poultry,3,False,False,51018,18362,495,8503,True,False,0,None,False,False,True,73,2025-05-05,2025-03-26,None,False,69380,23126.666666666668,Medium (5-10ha)
Oyo,23,Female,Primary,5,6.75,Rice,Tomato,Pigs,4,True,True,160321,46572,746,6366,False,True,135858,Farm Inputs,True,False,True,78,2025-02-08,2025-03-12,Medium,False,206893,41378.6,Medium (5-10ha)
Ondo,35,Female,None,2,0.56,Cocoa,Millet,None,7,False,False,137114,867,646,6869,False,False,0,None,False,False,True,83,2025-04-29,2025-04-17,Low,False,137981,68990.5,Subsistence (<1ha)
Edo,48,Male,Secondary,1,5.67,Cassava,Rubber,Pigs,3,True,False,48623,17933,519,4313,False,False,0,None,False,False,True,82,2025-04-23,2025-04-05,Medium,True,66556,66556.0,Medium (5-10ha)
Delta,63,Male,Primary,8,6.81,Cotton,None,Cattle,35,False,False,30921,2699,372,5823,False,False,0,None,False,False,True,72,2025-02-24,2025-03-13,High,False,33620,4202.5,Medium (5-10ha)
Cross River,55,Male,Secondary,3,3.72,Rice,Vegetables,Sheep,29,True,True,194135,41205,397,8492,True,False,0,None,False,False,True,73,2025-03-27,2025-04-05,Low,False,235340,78446.66666666667,Small (1-5ha)
Ekiti,47,Male,Tertiary,2,7.07,Millet,Rice,Poultry,3,False,True,69120,7161,570,1699,True,False,0,None,False,False,True,92,2025-02-08,2025-03-12,High,True,76281,38140.5,Medium (5-10ha)
Enugu,36,Female,Primary,8,5.34,Vegetables,Rice,Fish Farming,0,True,True,91427,25741,540,6184,True,True,45115,Farm Inputs,True,False,True,70,2025-04-14,2025-04-03,Low,True,117168,14646.0,Medium (5-10ha)
Borno,38,Male,Primary,12,4.88,Sesame,Millet,Pigs,6,False,False,46177,9980,447,4974,True,False,0,None,False,False,False,0,2025-02-15,2025-04-28,Low,False,56157,4679.75,Small (1-5ha)
Ebonyi,62,Male,Primary,5,2.98,Tomato,None,None,32,False,True,90447,8838,360,8272,True,False,0,None,False,False,True,93,2025-04-21,2025-04-13,Medium,False,99285,19857.0,Small (1-5ha)
Osun,19,Female,Primary,2,7.93,Cassava,Yam,Goats,1,True,False,94996,16576,303,8107,True,True,245331,Mechanization Services,True,False,True,97,2025-03-15,,Low,True,111572,55786.0,Medium (5-10ha)
Benue,46,Male,Tertiary,8,0.39,Cassava,Vegetables,None,18,False,False,168539,28980,425,8760,True,True,349278,Farm Inputs,True,False,False,0,2025-03-11,2025-03-24,None,True,197519,24689.875,Subsistence (<1ha)
Kano,24,Male,Secondary,10,7.05,Oil Palm,Cassava,Poultry,1,False,True,5030,1602,773,8598,False,False,0,None,False,False,False,0,2025-04-04,2025-03-24,High,True,6632,663.2,Medium (5-10ha)
Lagos,51,Male,Tertiary,1,8.16,Millet,Maize,Pigs,3,True,True,7634,3135,798,5782,False,False,0,None,False,False,False,0,2025-03-25,2025-03-16,None,False,10769,10769.0,Medium (5-10ha)
Ebonyi,27,Female,Secondary,3,0.2,Groundnut,Tomato,Goats,2,True,True,18233,2624,523,936,True,True,21874,Farm Inputs,True,False,False,0,2025-04-21,2025-04-26,None,False,20857,6952.333333333333,Subsistence (<1ha)
Abia,62,Male,Secondary,2,3.5,Cocoa,Sesame,None,29,False,False,74267,24849,319,5598,True,False,0,None,False,False,True,97,2025-04-16,2025-04-24,Medium,True,99116,49558.0,Small (1-5ha)
Kebbi,44,Male,Tertiary,8,5.65,Soybean,Sesame,Poultry,1,True,True,86782,35766,569,9792,False,False,0,None,False,False,True,74,2025-04-12,2025-03-22,Low,False,122548,15318.5,Medium (5-10ha)
Edo,44,Female,Primary,11,3.03,Rubber,Millet,Cattle,19,True,True,59220,12630,581,9005,False,False,0,None,False,False,True,92,2025-04-27,2025-03-30,None,True,71850,6531.818181818182,Small (1-5ha)
Osun,55,Male,Primary,2,3.37,Vegetables,Sorghum,Sheep,22,True,False,171764,7307,403,6394,False,True,427459,Farm Inputs,True,False,False,0,2025-04-03,2025-03-08,None,True,179071,89535.5,Small (1-5ha)
Benue,25,Female,None,2,7.01,Vegetables,Millet,Goats,5,True,True,25195,5730,663,6314,True,False,0,None,False,False,True,96,2025-04-21,2025-04-22,Medium,False,30925,15462.5,Medium (5-10ha)
Niger,54,Male,Primary,7,0.32,Yam,Tomato,Fish Farming,20,True,True,7201,522,352,2139,True,False,0,None,False,False,True,83,2025-04-23,2025-04-05,Medium,True,7723,1103.2857142857142,Subsistence (<1ha)
Taraba,50,Female,Primary,8,5.75,Cotton,Vegetables,Poultry,0,False,False,74726,1822,316,710,False,False,0,None,False,False,False,0,2025-03-17,2025-03-25,Medium,False,76548,9568.5,Medium (5-10ha)
Niger,53,Male,Tertiary,10,7.71,Vegetables,Cocoa,Pigs,29,True,False,141919,55547,588,3424,False,True,98681,Mechanization Services,True,False,False,0,2025-03-04,2025-04-21,High,True,197466,19746.6,Medium (5-10ha)
