Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason
LOAN_0009610,FARMER_04808,ENT_009644,1000000,20.3,2021-05-14,Yes,1101500,2021-11-10,6,5,Creditworthy,0.01,0.79,Family/Friends,2,74.0,1,No,N/A
LOAN_0009611,FARMER_04809,ENT_009646,395000,13.7,2019-10-08,No,476172,2021-03-31,18,9,Non-creditworthy,0.01,0.5,Family/Friends,0,48.8,3,No,N/A
LOAN_0009612,FARMER_04810,ENT_009649,585000,26.6,2024-12-15,Yes,291376,,24,17,Creditworthy,0.44,0.69,Government Program,1,39.8,0,No,N/A
LOAN_0009613,FARMER_04810,ENT_009649,395000,14.5,2024-04-13,Yes,65484,,24,15,Creditworthy,0.3,0.69,Family/Friends,4,47.0,5,No,N/A
LOAN_0009614,FARMER_04811,ENT_009650,865000,16.1,2016-01-13,No,107998,2016-12-08,18,12,Non-creditworthy,0.43,0.48,Government Program,5,12.4,3,Yes,Diversion of Funds
LOAN_0009615,FARMER_04812,ENT_009652,990000,9.1,2024-04-18,Yes,504267,,18,5,Creditworthy,0.36,0.72,Family/Friends,0,5.5,2,No,N/A
LOAN_0009616,FARMER_04812,ENT_009652,1390000,9.7,2023-05-08,Yes,565638,,36,32,Creditworthy,0.5,0.72,Cooperative,4,77.2,1,No,N/A
LOAN_0009617,FARMER_04813,ENT_009654,295000,17.2,2020-10-15,Yes,447220,2023-09-30,36,26,Non-creditworthy,0.52,0.61,Family/Friends,5,16.1,4,No,N/A
LOAN_0009618,FARMER_04813,ENT_009655,175000,28.7,2016-09-02,No,250337,2018-02-24,18,1,Non-creditworthy,0.0,0.5,Bank of Agriculture,3,8.6,1,No,N/A
LOAN_0009619,FARMER_04813,ENT_009656,395000,17.4,2024-05-04,No,429365,2024-10-31,6,1,Creditworthy,0.52,0.41,Microfinance Bank,1,41.0,0,No,N/A
LOAN_0009620,FARMER_04814,ENT_009657,695000,26.0,2015-03-22,No,785350,2015-09-18,6,4,Non-creditworthy,0.02,0.7,Commercial Bank,2,78.2,4,No,N/A
LOAN_0009621,FARMER_04814,ENT_009657,705000,29.8,2016-02-19,Yes,1125180,2018-02-08,24,10,Creditworthy,0.02,0.7,Cooperative,0,21.2,6,No,N/A
LOAN_0009622,FARMER_04815,ENT_009658,380000,27.5,2015-11-25,No,141675,2017-01-18,18,10,Non-creditworthy,0.01,0.65,Informal Lender,0,46.8,4,Yes,Diversion of Funds
LOAN_0009623,FARMER_04815,ENT_009658,310000,33.6,2022-08-15,No,362080,2023-02-11,6,2,Non-creditworthy,0.01,0.65,Government Program,3,98.5,5,No,N/A
LOAN_0009624,FARMER_04817,ENT_009660,705000,12.3,2022-07-27,Yes,835073,2024-01-18,18,6,Creditworthy,0.01,0.68,Family/Friends,1,87.8,3,No,N/A
LOAN_0009625,FARMER_04817,ENT_009660,715000,28.0,2022-06-24,Yes,815100,2022-12-21,6,1,Non-creditworthy,0.01,0.68,Microfinance Bank,3,22.3,1,No,N/A
LOAN_0009626,FARMER_04817,ENT_009662,300000,16.8,2022-01-20,No,98099,2022-05-20,6,2,Non-creditworthy,0.04,0.51,Cooperative,5,93.9,2,Yes,Policy Change
LOAN_0009627,FARMER_04817,ENT_009662,220000,16.7,2023-01-20,Yes,25602,2023-06-19,18,13,Non-creditworthy,0.03,0.51,Government Program,3,16.8,5,Yes,Diversion of Funds
LOAN_0009628,FARMER_04818,ENT_009663,555000,27.6,2019-03-05,No,1014540,2022-02-17,36,8,Creditworthy,0.01,0.56,Commercial Bank,5,4.5,6,No,N/A
LOAN_0009629,FARMER_04818,ENT_009663,545000,21.2,2017-04-25,Yes,776080,2019-04-15,24,17,Creditworthy,0.01,0.56,Microfinance Bank,3,85.0,3,No,N/A
LOAN_0009630,FARMER_04818,ENT_009664,135000,21.0,2023-01-26,No,177525,2024-07-19,18,11,Non-creditworthy,0.02,0.43,Commercial Bank,5,99.0,0,No,N/A
LOAN_0009631,FARMER_04818,ENT_009664,45000,32.4,2022-04-12,No,74160,2024-04-01,24,19,Non-creditworthy,0.01,0.43,Commercial Bank,0,33.1,6,No,N/A
LOAN_0009632,FARMER_04818,ENT_009665,145000,32.5,2024-02-11,No,51122,2025-02-05,24,12,Non-creditworthy,0.01,0.71,Informal Lender,2,70.1,3,Yes,Other
LOAN_0009633,FARMER_04818,ENT_009665,310000,6.6,2016-02-05,Yes,320230,2016-08-03,6,6,Creditworthy,0.01,0.71,Commercial Bank,2,68.8,5,No,N/A
LOAN_0009634,FARMER_04819,ENT_009666,700000,26.9,2023-04-15,Yes,547549,,36,24,Creditworthy,0.04,0.64,Family/Friends,0,9.1,6,No,N/A
LOAN_0009635,FARMER_04820,ENT_009667,180000,22.4,2021-10-14,Yes,240480,2023-04-07,18,18,Creditworthy,0.0,0.52,Cooperative,4,7.5,3,No,N/A
LOAN_0009636,FARMER_04820,ENT_009667,475000,26.2,2023-07-09,No,537225,2024-01-05,6,6,Creditworthy,0.01,0.52,Family/Friends,5,12.3,4,No,N/A
LOAN_0009637,FARMER_04821,ENT_009668,345000,22.9,2015-01-15,No,384502,2015-07-14,6,4,Non-creditworthy,0.12,0.56,Cooperative,3,64.6,6,No,N/A
LOAN_0009638,FARMER_04821,ENT_009668,635000,23.2,2021-12-13,Yes,211683,2022-07-11,12,11,Non-creditworthy,0.21,0.56,Commercial Bank,0,73.8,3,Yes,Low/Poor Yield
LOAN_0009639,FARMER_04821,ENT_009669,85000,23.2,2016-08-19,No,18349,2017-03-17,36,18,Non-creditworthy,0.19,0.47,Government Program,4,88.0,2,Yes,Diversion of Funds
LOAN_0009640,FARMER_04821,ENT_009670,110000,17.1,2018-03-04,Yes,166430,2021-02-16,36,34,Non-creditworthy,0.01,0.72,Cooperative,4,5.7,1,No,N/A
LOAN_0009641,FARMER_04822,ENT_009671,245000,28.1,2021-04-26,Yes,348268,2022-10-18,18,6,Non-creditworthy,0.46,0.77,Bank of Agriculture,3,26.6,6,No,N/A
LOAN_0009642,FARMER_04822,ENT_009671,270000,28.2,2022-01-09,Yes,422280,2023-12-30,24,17,Creditworthy,0.51,0.77,Cooperative,1,55.1,5,No,N/A
LOAN_0009643,FARMER_04823,ENT_009673,20000,25.3,2020-02-11,Yes,30120,2022-01-31,24,17,Non-creditworthy,0.39,0.66,Bank of Agriculture,5,76.4,1,No,N/A
LOAN_0009644,FARMER_04824,ENT_009674,450000,16.5,2024-01-07,No,144597,,24,1,Non-creditworthy,0.0,0.57,Microfinance Bank,1,96.1,6,No,N/A
LOAN_0009645,FARMER_04824,ENT_009674,310000,9.6,2024-04-05,No,324880,2024-10-02,6,3,Non-creditworthy,0.0,0.57,Cooperative,4,45.4,5,No,N/A
LOAN_0009646,FARMER_04825,ENT_009675,1120000,30.3,2023-02-18,No,1798720,2025-02-07,24,14,Non-creditworthy,0.02,0.51,Government Program,3,16.1,1,No,N/A
LOAN_0009647,FARMER_04825,ENT_009677,75000,30.7,2023-06-20,Yes,45486,2024-12-11,36,32,Non-creditworthy,0.0,0.5,Government Program,3,74.2,4,Yes,Input Price Hike
LOAN_0009648,FARMER_04826,ENT_009678,1155000,10.3,2015-12-18,Yes,1273965,2016-12-12,12,7,Non-creditworthy,0.03,0.47,Bank of Agriculture,5,44.2,1,No,N/A
LOAN_0009649,FARMER_04826,ENT_009679,45000,21.1,2016-10-04,No,59242,2018-03-28,18,11,Non-creditworthy,0.0,0.75,Informal Lender,0,42.5,0,No,N/A
LOAN_0009650,FARMER_04826,ENT_009679,100000,28.8,2024-07-13,No,36596,,18,7,Creditworthy,0.01,0.75,Government Program,5,22.7,6,No,N/A
LOAN_0009651,FARMER_04826,ENT_009680,20000,14.0,2024-05-25,No,8858,,12,6,Non-creditworthy,0.0,0.78,Bank of Agriculture,0,15.1,3,No,N/A
LOAN_0009652,FARMER_04827,ENT_009682,790000,8.5,2018-09-12,No,991450,2021-08-27,36,30,Creditworthy,0.02,0.66,Family/Friends,3,58.5,0,No,N/A
LOAN_0009653,FARMER_04828,ENT_009685,230000,21.8,2021-07-13,No,280140,2022-07-08,12,1,Non-creditworthy,0.01,0.57,Bank of Agriculture,3,89.4,0,No,N/A
LOAN_0009654,FARMER_04829,ENT_009686,225000,13.7,2017-10-01,Yes,286650,2019-09-21,24,24,Non-creditworthy,0.01,0.66,Commercial Bank,3,58.6,1,No,N/A
LOAN_0009655,FARMER_04829,ENT_009687,750000,24.7,2021-07-22,Yes,935250,2022-07-17,12,5,Creditworthy,0.42,0.79,Microfinance Bank,4,37.3,1,No,N/A
LOAN_0009656,FARMER_04829,ENT_009687,155000,17.4,2024-05-26,No,94967,,18,5,Creditworthy,0.09,0.79,Microfinance Bank,0,66.4,4,No,N/A
LOAN_0009657,FARMER_04830,ENT_009688,245000,17.0,2020-03-14,No,265825,2020-09-10,6,5,Creditworthy,0.01,0.55,Bank of Agriculture,3,11.0,6,No,N/A
LOAN_0009658,FARMER_04830,ENT_009688,210000,7.0,2019-01-21,No,45090,2020-07-14,24,13,Non-creditworthy,0.01,0.55,Microfinance Bank,5,56.8,4,Yes,Low/Poor Yield
LOAN_0009659,FARMER_04830,ENT_009689,160000,24.7,2022-11-17,Yes,219280,2024-05-10,18,18,Creditworthy,0.14,0.61,Bank of Agriculture,2,71.8,6,No,N/A
LOAN_0009660,FARMER_04830,ENT_009689,130000,20.8,2019-09-07,Yes,157040,2020-09-01,12,12,Creditworthy,0.12,0.61,Informal Lender,3,97.1,3,No,N/A
LOAN_0009661,FARMER_04830,ENT_009690,480000,25.9,2024-08-22,No,329142,,18,17,Non-creditworthy,0.27,0.69,Commercial Bank,0,34.7,2,No,N/A
LOAN_0009662,FARMER_04831,ENT_009692,325000,19.6,2017-03-18,Yes,356850,2017-09-14,6,2,Non-creditworthy,0.0,0.54,Commercial Bank,5,15.5,3,No,N/A
LOAN_0009663,FARMER_04831,ENT_009692,125000,34.0,2020-11-09,Yes,32657,2021-04-08,6,3,Non-creditworthy,0.0,0.54,Bank of Agriculture,0,68.8,0,Yes,Low/Poor Yield
LOAN_0009664,FARMER_04832,ENT_009694,75000,34.9,2017-07-14,Yes,88088,2018-01-10,6,2,Non-creditworthy,0.01,0.48,Commercial Bank,3,29.9,4,No,N/A
LOAN_0009665,FARMER_04832,ENT_009694,150000,10.7,2018-07-12,Yes,166050,2019-07-07,12,1,Non-creditworthy,0.01,0.48,Commercial Bank,0,52.3,0,No,N/A
LOAN_0009666,FARMER_04832,ENT_009695,505000,10.3,2020-07-13,Yes,609030,2022-07-03,24,13,Non-creditworthy,0.01,0.76,Family/Friends,3,88.4,5,No,N/A
LOAN_0009667,FARMER_04832,ENT_009695,720000,33.8,2022-02-12,Yes,1450080,2025-01-27,36,4,Creditworthy,0.01,0.76,Commercial Bank,0,28.2,5,No,N/A
LOAN_0009668,FARMER_04833,ENT_009696,1080000,23.1,2020-08-28,No,1329480,2021-08-23,12,12,Creditworthy,0.53,0.44,Bank of Agriculture,0,65.6,5,No,N/A
LOAN_0009669,FARMER_04833,ENT_009697,160000,8.6,2019-06-08,Yes,180640,2020-11-29,18,4,Non-creditworthy,0.29,0.51,Informal Lender,1,89.2,2,No,N/A
LOAN_0009670,FARMER_04834,ENT_009699,275000,12.0,2018-12-01,No,341000,2020-11-20,24,18,Non-creditworthy,0.01,0.64,Cooperative,1,41.3,2,No,N/A
LOAN_0009671,FARMER_04834,ENT_009699,845000,29.5,2020-06-23,Yes,1218912,2021-12-15,18,5,Non-creditworthy,0.03,0.64,Microfinance Bank,4,83.2,0,No,N/A
LOAN_0009672,FARMER_04835,ENT_009702,620000,31.4,2017-01-28,No,814680,2018-01-23,12,8,Non-creditworthy,0.02,0.56,Bank of Agriculture,4,54.5,0,No,N/A
LOAN_0009673,FARMER_04835,ENT_009702,645000,23.3,2023-01-16,No,870428,2024-07-09,18,10,Non-creditworthy,0.02,0.56,Government Program,1,57.6,2,No,N/A
LOAN_0009674,FARMER_04836,ENT_009703,275000,24.0,2018-08-28,No,341000,2019-08-23,12,6,Non-creditworthy,0.05,0.69,Cooperative,5,37.1,4,No,N/A
LOAN_0009675,FARMER_04836,ENT_009704,335000,28.3,2019-07-12,Yes,382402,2020-01-08,6,3,Creditworthy,0.02,0.41,Government Program,3,99.4,0,No,N/A
LOAN_0009676,FARMER_04837,ENT_009705,435000,22.4,2016-08-23,No,178390,2016-11-21,6,3,Non-creditworthy,0.0,0.41,Commercial Bank,4,89.9,6,Yes,Diversion of Funds
LOAN_0009677,FARMER_04837,ENT_009705,95000,25.9,2015-02-09,No,131908,2016-08-02,18,4,Creditworthy,0.0,0.41,Family/Friends,4,40.1,1,No,N/A
LOAN_0009678,FARMER_04837,ENT_009707,140000,17.6,2016-12-02,No,189280,2018-11-22,24,3,Creditworthy,0.5,0.79,Commercial Bank,0,51.8,3,No,N/A
LOAN_0009679,FARMER_04838,ENT_009708,65000,8.8,2017-03-21,No,73580,2018-09-12,18,3,Creditworthy,0.0,0.71,Informal Lender,4,10.4,5,No,N/A
LOAN_0009680,FARMER_04838,ENT_009709,265000,12.1,2017-04-23,Yes,297065,2018-04-18,12,9,Creditworthy,0.12,0.43,Family/Friends,2,1.7,4,No,N/A
LOAN_0009681,FARMER_04838,ENT_009709,935000,19.8,2016-11-25,No,1305260,2018-11-15,24,10,Non-creditworthy,0.44,0.43,Government Program,5,24.2,1,No,N/A
LOAN_0009682,FARMER_04838,ENT_009710,665000,32.0,2020-07-19,No,1303400,2023-07-04,36,20,Non-creditworthy,0.03,0.51,Government Program,3,28.9,1,No,N/A
LOAN_0009683,FARMER_04838,ENT_009710,1240000,9.9,2021-07-26,No,1424140,2023-01-17,18,4,Creditworthy,0.05,0.51,Informal Lender,4,86.5,5,No,N/A
LOAN_0009684,FARMER_04839,ENT_009711,115000,30.4,2024-05-21,Yes,31882,,24,6,Creditworthy,0.1,0.73,Bank of Agriculture,1,69.0,3,No,N/A
LOAN_0009685,FARMER_04839,ENT_009712,665000,23.1,2021-02-18,Yes,818615,2022-02-13,12,8,Non-creditworthy,0.01,0.78,Commercial Bank,5,19.9,6,No,N/A
LOAN_0009686,FARMER_04842,ENT_009716,300000,6.8,2024-12-11,Yes,91593,,24,12,Non-creditworthy,0.01,0.58,Family/Friends,4,45.5,0,No,N/A
LOAN_0009687,FARMER_04842,ENT_009718,210000,29.4,2015-12-25,Yes,121166,2016-03-24,6,5,Non-creditworthy,0.0,0.57,Family/Friends,1,49.1,0,Yes,Pest Attack
LOAN_0009688,FARMER_04842,ENT_009718,150000,18.0,2017-04-07,Yes,231000,2020-03-22,36,11,Non-creditworthy,0.0,0.57,Government Program,5,85.2,2,No,N/A
LOAN_0009689,FARMER_04843,ENT_009719,195000,9.5,2024-12-22,No,135755,,24,20,Creditworthy,0.0,0.44,Bank of Agriculture,0,43.0,0,No,N/A
LOAN_0009690,FARMER_04844,ENT_009720,35000,25.1,2018-06-17,No,52570,2020-06-06,24,14,Creditworthy,0.0,0.44,Government Program,1,62.7,4,No,N/A
LOAN_0009691,FARMER_04845,ENT_009721,800000,22.4,2023-05-06,No,1068800,2024-10-27,18,3,Creditworthy,0.01,0.66,Cooperative,4,64.3,4,No,N/A
LOAN_0009692,FARMER_04846,ENT_009723,150000,28.8,2021-05-19,No,171600,2021-11-15,6,3,Non-creditworthy,0.02,0.7,Informal Lender,3,45.3,3,No,N/A
LOAN_0009693,FARMER_04847,ENT_009724,125000,26.2,2024-12-16,Yes,93802,,12,7,Creditworthy,0.01,0.72,Microfinance Bank,1,34.7,1,No,N/A
LOAN_0009694,FARMER_04848,ENT_009725,440000,11.4,2019-07-01,No,465080,2019-12-28,6,2,Creditworthy,0.04,0.78,Informal Lender,1,69.2,5,No,N/A
LOAN_0009695,FARMER_04849,ENT_009726,125000,11.0,2022-03-24,No,44056,2022-07-22,12,12,Non-creditworthy,0.12,0.72,Informal Lender,0,26.4,5,Yes,Drought/Flood
LOAN_0009696,FARMER_04850,ENT_009728,1320000,7.8,2024-12-10,No,950280,,36,4,Creditworthy,0.52,0.76,Bank of Agriculture,0,38.7,2,No,N/A
LOAN_0009697,FARMER_04850,ENT_009728,360000,28.9,2015-03-13,Yes,516060,2016-09-03,18,17,Creditworthy,0.14,0.76,Commercial Bank,4,4.2,6,No,N/A
LOAN_0009698,FARMER_04851,ENT_009729,170000,33.5,2024-03-10,No,107576,2024-04-09,6,4,Non-creditworthy,0.01,0.5,Commercial Bank,3,15.7,0,Yes,Drought/Flood
LOAN_0009699,FARMER_04852,ENT_009731,310000,18.2,2024-06-12,No,155002,,36,18,Creditworthy,0.14,0.56,Cooperative,3,46.6,3,No,N/A
LOAN_0009700,FARMER_04852,ENT_009732,315000,29.1,2016-07-15,No,452498,2018-01-06,18,3,Non-creditworthy,0.0,0.71,Cooperative,5,8.2,2,No,N/A
LOAN_0009701,FARMER_04853,ENT_009733,390000,11.4,2024-07-17,Yes,247035,,18,7,Creditworthy,0.01,0.61,Government Program,4,30.5,1,No,N/A
LOAN_0009702,FARMER_04853,ENT_009734,295000,31.8,2019-12-07,Yes,201137,2020-04-05,6,3,Non-creditworthy,0.24,0.5,Microfinance Bank,4,42.9,4,Yes,Illness of Farmer
LOAN_0009703,FARMER_04854,ENT_009736,845000,13.9,2018-01-20,Yes,1079910,2020-01-10,24,16,Creditworthy,0.03,0.68,Government Program,3,56.1,6,No,N/A
LOAN_0009704,FARMER_04854,ENT_009737,975000,10.6,2022-01-04,No,1130025,2023-06-28,18,2,Creditworthy,0.02,0.47,Commercial Bank,1,32.9,4,No,N/A
LOAN_0009705,FARMER_04855,ENT_009739,1615000,32.6,2018-06-20,Yes,1878245,2018-12-17,6,6,Creditworthy,0.51,0.71,Cooperative,1,56.5,3,No,N/A
LOAN_0009706,FARMER_04856,ENT_009740,470000,35.0,2018-04-16,No,799000,2020-04-05,24,13,Non-creditworthy,0.01,0.66,Commercial Bank,3,58.6,5,No,N/A
LOAN_0009707,FARMER_04856,ENT_009740,270000,28.7,2018-12-03,No,502470,2021-11-17,36,3,Creditworthy,0.01,0.66,Bank of Agriculture,0,9.2,0,No,N/A
LOAN_0009708,FARMER_04857,ENT_009741,1345000,9.7,2023-03-09,No,1540698,2024-08-30,18,5,Creditworthy,0.01,0.52,Family/Friends,1,22.2,5,No,N/A
LOAN_0009709,FARMER_04857,ENT_009742,355000,28.0,2019-12-21,No,653200,2022-12-05,36,9,Non-creditworthy,0.0,0.59,Government Program,5,94.3,5,No,N/A
LOAN_0009710,FARMER_04857,ENT_009743,105000,7.3,2017-04-13,No,29900,2017-10-10,24,6,Non-creditworthy,0.01,0.59,Family/Friends,0,85.0,4,Yes,Diversion of Funds
LOAN_0009711,FARMER_04857,ENT_009743,85000,12.8,2024-10-18,No,49233,,36,30,Non-creditworthy,0.0,0.59,Government Program,2,71.2,5,No,N/A
LOAN_0009712,FARMER_04858,ENT_009744,140000,17.8,2021-11-02,Yes,50567,2022-03-02,24,15,Non-creditworthy,0.01,0.52,Cooperative,5,68.7,0,Yes,Market Loss
LOAN_0009713,FARMER_04858,ENT_009746,840000,33.5,2015-08-22,Yes,1684200,2018-08-06,36,15,Creditworthy,0.01,0.44,Cooperative,3,93.5,2,No,N/A
LOAN_0009714,FARMER_04858,ENT_009746,900000,29.7,2015-01-16,Yes,181358,2016-05-10,36,32,Non-creditworthy,0.01,0.44,Informal Lender,1,26.4,6,Yes,Drought/Flood
LOAN_0009715,FARMER_04860,ENT_009748,20000,32.7,2021-08-02,Yes,29810,2023-01-24,18,1,Non-creditworthy,0.01,0.62,Bank of Agriculture,2,65.0,3,No,N/A
LOAN_0009716,FARMER_04860,ENT_009748,20000,32.2,2020-07-28,No,39320,2023-07-13,36,31,Non-creditworthy,0.01,0.62,Bank of Agriculture,0,70.7,3,No,N/A
LOAN_0009717,FARMER_04861,ENT_009749,360000,33.0,2024-11-16,Yes,35845,,24,23,Non-creditworthy,0.01,0.72,Cooperative,1,94.8,5,No,N/A
LOAN_0009718,FARMER_04861,ENT_009749,220000,34.1,2024-08-14,No,257510,2025-02-10,6,5,Non-creditworthy,0.0,0.72,Microfinance Bank,5,57.7,3,No,N/A
LOAN_0009719,FARMER_04861,ENT_009750,55000,17.7,2019-10-22,No,74470,2021-10-11,24,16,Creditworthy,0.47,0.43,Microfinance Bank,2,21.2,1,No,N/A
LOAN_0009720,FARMER_04862,ENT_009751,305000,34.3,2016-03-25,No,618845,2019-03-10,36,11,Creditworthy,0.04,0.47,Cooperative,0,18.1,0,No,N/A
LOAN_0009721,FARMER_04862,ENT_009751,840000,27.2,2018-06-02,No,954240,2018-11-29,6,2,Creditworthy,0.11,0.47,Commercial Bank,2,28.5,5,No,N/A
LOAN_0009722,FARMER_04862,ENT_009752,55000,24.5,2024-04-12,Yes,68475,2025-04-07,12,8,Creditworthy,0.1,0.72,Family/Friends,0,42.0,4,No,N/A
LOAN_0009723,FARMER_04862,ENT_009753,605000,22.5,2017-05-28,No,1013375,2020-05-12,36,22,Creditworthy,0.04,0.46,Cooperative,5,80.4,6,No,N/A
LOAN_0009724,FARMER_04866,ENT_009757,215000,20.7,2018-05-18,No,348515,2021-05-02,36,6,Creditworthy,0.02,0.58,Cooperative,2,11.2,6,No,N/A
LOAN_0009725,FARMER_04866,ENT_009757,255000,34.0,2021-06-09,Yes,39148,2021-09-07,36,29,Non-creditworthy,0.02,0.58,Bank of Agriculture,2,21.2,2,Yes,Drought/Flood
LOAN_0009726,FARMER_04868,ENT_009760,290000,31.4,2020-11-21,No,188745,2022-06-14,36,18,Non-creditworthy,0.24,0.76,Bank of Agriculture,4,39.9,4,Yes,Diversion of Funds
LOAN_0009727,FARMER_04868,ENT_009760,305000,20.5,2023-10-11,Yes,367525,2024-10-05,12,2,Non-creditworthy,0.25,0.76,Government Program,5,7.9,6,No,N/A
LOAN_0009728,FARMER_04868,ENT_009761,720000,28.8,2016-01-08,Yes,1134720,2017-12-28,24,16,Creditworthy,0.42,0.65,Microfinance Bank,2,50.2,6,No,N/A
LOAN_0009729,FARMER_04869,ENT_009764,450000,23.9,2024-01-03,No,142997,,24,23,Creditworthy,0.01,0.66,Family/Friends,3,34.7,1,No,N/A
LOAN_0009730,FARMER_04871,ENT_009766,115000,27.1,2021-06-06,No,177330,2023-05-27,24,4,Creditworthy,0.32,0.75,Informal Lender,0,46.7,6,No,N/A
LOAN_0009731,FARMER_04871,ENT_009766,135000,28.5,2018-07-26,Yes,154238,2019-01-22,6,2,Creditworthy,0.37,0.75,Family/Friends,2,6.8,0,No,N/A
LOAN_0009732,FARMER_04873,ENT_009769,780000,16.7,2017-10-16,Yes,845130,2018-04-14,6,1,Non-creditworthy,0.07,0.64,Commercial Bank,0,63.3,5,No,N/A
LOAN_0009733,FARMER_04873,ENT_009769,265000,10.1,2017-10-21,No,278382,2018-04-19,6,5,Non-creditworthy,0.02,0.64,Bank of Agriculture,4,97.5,0,No,N/A
LOAN_0009734,FARMER_04873,ENT_009770,350000,28.8,2020-03-28,No,400400,2020-09-24,6,3,Non-creditworthy,0.46,0.44,Government Program,5,95.2,2,No,N/A
LOAN_0009735,FARMER_04874,ENT_009771,20000,29.5,2018-05-04,No,28850,2019-10-26,18,7,Non-creditworthy,0.0,0.41,Cooperative,4,37.0,5,No,N/A
LOAN_0009736,FARMER_04874,ENT_009771,25000,16.6,2020-08-27,No,27075,2021-02-23,6,1,Non-creditworthy,0.0,0.41,Informal Lender,3,58.0,3,No,N/A
LOAN_0009737,FARMER_04874,ENT_009772,90000,31.1,2015-06-03,Yes,47540,2015-09-01,6,3,Non-creditworthy,0.01,0.45,Commercial Bank,0,21.8,1,Yes,Market Loss
LOAN_0009738,FARMER_04875,ENT_009775,90000,30.2,2018-04-17,No,130770,2019-10-09,18,11,Creditworthy,0.32,0.7,Government Program,3,5.6,3,No,N/A
LOAN_0009739,FARMER_04876,ENT_009776,315000,31.9,2015-03-15,Yes,142141,2017-02-02,36,21,Non-creditworthy,0.01,0.63,Informal Lender,1,66.9,2,Yes,Market Loss
LOAN_0009740,FARMER_04876,ENT_009776,110000,20.8,2023-06-24,No,61702,,36,35,Non-creditworthy,0.0,0.63,Bank of Agriculture,1,9.3,3,No,N/A
LOAN_0009741,FARMER_04878,ENT_009779,50000,14.0,2020-07-24,Yes,57000,2021-07-19,12,8,Creditworthy,0.15,0.78,Cooperative,4,94.2,1,No,N/A
LOAN_0009742,FARMER_04880,ENT_009782,125000,17.3,2024-03-03,No,83123,,18,1,Creditworthy,0.0,0.69,Cooperative,0,46.4,3,No,N/A
LOAN_0009743,FARMER_04880,ENT_009782,185000,15.1,2018-03-04,No,226902,2019-08-26,18,2,Non-creditworthy,0.0,0.69,Informal Lender,2,49.4,6,No,N/A
LOAN_0009744,FARMER_04880,ENT_009783,360000,30.6,2024-06-04,Yes,415080,2024-12-01,6,3,Creditworthy,0.14,0.45,Cooperative,5,90.7,4,No,N/A
LOAN_0009745,FARMER_04880,ENT_009784,710000,10.6,2021-10-27,Yes,860520,2023-10-17,24,22,Creditworthy,0.03,0.43,Informal Lender,1,41.9,3,No,N/A
LOAN_0009746,FARMER_04880,ENT_009784,285000,21.4,2022-03-15,No,118266,2023-03-10,36,36,Non-creditworthy,0.01,0.43,Microfinance Bank,1,2.5,3,Yes,Pest Attack
LOAN_0009747,FARMER_04881,ENT_009785,780000,17.9,2019-12-02,No,1059240,2021-11-21,24,7,Creditworthy,0.01,0.47,Government Program,2,61.2,3,No,N/A
LOAN_0009748,FARMER_04881,ENT_009785,480000,25.0,2024-02-10,No,600000,2025-02-04,12,2,Creditworthy,0.01,0.47,Bank of Agriculture,3,94.5,6,No,N/A
LOAN_0009749,FARMER_04882,ENT_009786,700000,33.1,2020-06-23,Yes,149441,2022-05-14,36,27,Non-creditworthy,0.01,0.55,Government Program,1,82.6,3,Yes,Other
LOAN_0009750,FARMER_04882,ENT_009786,920000,29.4,2024-07-04,Yes,367936,,12,11,Non-creditworthy,0.02,0.55,Government Program,1,7.8,0,No,N/A
LOAN_0009751,FARMER_04883,ENT_009789,45000,34.4,2023-02-07,Yes,52740,2023-08-06,6,4,Creditworthy,0.19,0.63,Cooperative,5,97.8,1,No,N/A
LOAN_0009752,FARMER_04885,ENT_009791,1155000,22.7,2024-01-09,Yes,285780,,36,28,Creditworthy,0.03,0.71,Bank of Agriculture,4,39.7,5,No,N/A
LOAN_0009753,FARMER_04885,ENT_009792,740000,28.8,2023-11-21,No,846560,2024-05-19,6,1,Non-creditworthy,0.08,0.57,Informal Lender,0,22.7,5,No,N/A
LOAN_0009754,FARMER_04886,ENT_009794,565000,11.3,2024-02-14,No,596922,2024-08-12,6,3,Non-creditworthy,0.01,0.48,Bank of Agriculture,3,73.9,6,No,N/A
LOAN_0009755,FARMER_04886,ENT_009795,585000,15.2,2023-02-21,Yes,87782,2023-04-22,24,15,Non-creditworthy,0.02,0.62,Cooperative,5,22.2,2,Yes,Drought/Flood
LOAN_0009756,FARMER_04886,ENT_009795,420000,24.2,2023-07-22,Yes,64397,,24,22,Creditworthy,0.01,0.62,Commercial Bank,3,59.6,2,No,N/A
LOAN_0009757,FARMER_04887,ENT_009796,80000,18.2,2023-05-02,Yes,32134,,36,14,Creditworthy,0.08,0.66,Family/Friends,2,71.3,3,No,N/A
LOAN_0009758,FARMER_04887,ENT_009796,255000,33.5,2022-02-27,No,297712,2022-08-26,6,3,Non-creditworthy,0.27,0.66,Commercial Bank,0,16.9,4,No,N/A
