monthly_mobile_spend_naira,post_harvest_loss_perc,distance_to_market_km,distance_to_bank_km,percentage_sold_unprocessed,percentage_consumed,income_per_capita_ngn,annual_farm_revenue_ngn,annual_farm_yield_tons_per_ha,farm_size_ha,farming_experience_years,age,education_category,primary_crop,mobile_money_usage_frequency,creditworthiness_category,mobile_money_activity_score_1_10,cooperative_repayment_rate_percent,prior_loan_repayment_rate,has_off_farm_income,credit_score,gender,has_land_title,has_weather_insurance,smartphone_owner,cooperative_member,has_prior_loan,household_size
5069,14.77,13.6,72.8,31.0,7.6,418500.0,3348000.0,1.29,5.77,30,63,Primary Incomplete,Groundnut,Monthly,Excellent,10,67,0.0,False,708,Male,False,False,True,True,False,8
1130,32.39,61.7,11.9,22.9,22.7,202167.0,1120000.0,15.93,0.22,27,43,No Formal Education,Vegetables,Never,Fair,1,0,0.0,True,586,Female,False,False,False,False,False,6
4181,11.0,47.3,22.0,24.1,28.1,69300.0,512000.0,1.42,0.9,40,60,Secondary Incomplete,Cowpea,Rarely,Very Good,4,0,0.0,True,663,Female,False,False,True,False,False,10
5269,20.6,27.2,129.2,6.3,16.5,39929.0,215000.0,2.83,0.4,11,29,HND/BSc,Sorghum,Weekly,Very Good,10,0,0.0,True,699,Male,False,False,True,False,False,14
193,23.52,9.3,66.4,33.8,9.7,372286.0,2606000.0,1.45,3.99,1,16,No Formal Education,Groundnut,Never,Fair,1,76,0.79,False,567,Male,False,False,False,True,True,7
3750,26.21,66.1,4.4,21.8,22.8,231200.0,980000.0,1.9,2.58,7,23,Primary Complete,Maize,Monthly,Very Good,10,79,0.0,True,661,Male,False,False,True,True,False,5
570,40.7,57.2,127.9,18.4,27.1,186000.0,2604000.0,1.35,4.82,12,28,Secondary Complete,Beans,Rarely,Poor,7,0,0.73,False,559,Male,False,False,True,False,True,14
3336,5.69,22.0,69.2,19.2,21.4,124000.0,1116000.0,0.73,3.82,5,21,No Formal Education,Cowpea,Monthly,Poor,4,0,0.0,False,529,Male,False,False,True,False,False,9
4586,31.79,8.9,21.2,20.5,20.9,397625.0,2828000.0,2.48,1.63,14,30,Secondary Complete,Rubber,Daily,Very Good,2,0,0.0,True,681,Male,False,False,True,False,False,8
533,37.11,57.2,34.9,37.4,8.8,85846.0,1116000.0,1.64,1.51,1,17,Secondary Complete,Groundnut,Monthly,Fair,6,96,0.0,False,610,Male,False,False,True,True,False,13
284,40.17,43.6,80.5,26.9,28.5,65357.0,915000.0,0.62,0.98,13,29,No Formal Education,Cocoa,Never,Fair,1,64,0.0,False,577,Male,False,False,False,True,False,14
3509,28.76,24.9,71.1,16.8,29.0,74364.0,731000.0,10.86,0.24,4,20,No Formal Education,Yam,Rarely,Poor,5,94,0.0,True,555,Male,False,False,True,True,False,11
5971,25.0,64.1,12.5,28.8,20.5,220833.0,1276000.0,3.82,1.67,22,62,No Formal Education,Maize,Monthly,Very Good,3,0,0.0,True,680,Male,False,False,True,False,False,6
4089,42.59,39.9,81.3,20.9,28.1,69750.0,168000.0,2.2,0.38,45,65,Secondary Complete,Maize,Rarely,Very Good,9,0,0.0,True,660,Male,False,False,True,False,False,8
260,14.32,5.4,15.1,7.6,19.0,184600.0,830000.0,2.54,1.72,32,58,No Formal Education,Guinea Corn,Never,Poor,1,0,0.0,True,550,Female,False,False,False,False,False,5
501,20.69,43.3,42.2,28.5,28.7,713000.0,7130000.0,13.07,2.48,6,22,Primary Incomplete,Plantain,Never,Poor,1,0,0.0,False,530,Female,False,False,False,False,False,10
5354,13.36,3.4,56.0,24.6,28.3,51444.0,376000.0,0.79,1.19,4,20,Primary Incomplete,Cowpea,Rarely,Very Good,9,63,0.0,True,664,Male,False,False,True,True,False,9
4570,29.67,24.6,1.3,19.6,27.7,3777333.0,11332000.0,14.88,2.72,25,41,Primary Complete,Yam,Weekly,Very Good,10,67,0.0,False,663,Male,False,False,True,True,False,3
1489,44.9,68.2,17.9,6.2,16.2,77333.0,148000.0,1.83,0.45,8,24,No Formal Education,Millet,Monthly,Good,3,63,0.0,True,637,Male,False,False,True,True,False,3
2628,31.87,25.0,23.3,17.8,22.3,59750.0,148000.0,0.7,0.53,1,16,Primary Incomplete,Cowpea,Monthly,Fair,3,0,0.0,True,562,Female,False,False,True,False,False,4
340,19.34,59.4,38.6,8.1,15.3,80667.0,726000.0,1.8,2.12,21,55,Primary Complete,Sorghum,Never,Poor,1,0,0.0,False,537,Male,False,False,False,False,False,9
3369,28.02,35.2,51.8,6.5,20.5,158000.0,632000.0,1.71,2.05,27,43,Primary Incomplete,Millet,Never,Fair,1,0,0.61,False,590,Female,False,False,True,False,True,4
322,28.52,13.1,27.5,25.9,21.2,55357.0,222000.0,2.57,0.43,4,24,HND/BSc,Maize,Never,Fair,1,0,0.0,True,572,Male,False,False,False,False,False,14
4758,26.72,37.9,27.1,21.8,21.9,10545.0,116000.0,0.85,0.34,2,21,OND/NCE,Cowpea,Monthly,Good,8,0,0.0,False,620,Female,False,True,True,False,False,11
553,19.34,14.5,1.9,20.8,28.8,1320875.0,10567000.0,18.69,2.57,16,32,Secondary Complete,Plantain,Never,Good,1,99,0.64,False,653,Male,False,False,False,True,True,8
4221,8.97,63.1,33.6,28.0,23.8,62143.0,435000.0,0.68,0.42,14,54,Secondary Complete,Cocoa,Never,Good,1,81,0.71,False,647,Male,False,False,True,True,True,7
667,12.97,27.0,135.5,19.2,28.2,45333.0,160000.0,1.73,0.23,35,51,No Formal Education,Cowpea,Never,Poor,1,0,0.62,True,539,Male,False,False,False,False,True,6
505,6.56,37.0,53.1,23.1,27.2,37909.0,314000.0,3.33,0.47,20,37,No Formal Education,Maize,Never,Fair,1,0,0.77,True,590,Male,False,False,False,False,True,11
5239,39.28,68.1,81.6,19.0,25.6,210500.0,1613000.0,11.07,0.52,17,45,Primary Incomplete,Yam,Weekly,Excellent,9,0,0.83,True,736,Male,False,False,True,False,True,8
5130,20.4,56.8,4.2,27.6,21.9,82714.0,579000.0,13.13,0.2,30,46,Primary Incomplete,Plantain,Weekly,Very Good,7,81,0.0,False,699,Male,False,False,True,True,False,7
3138,36.41,65.7,75.3,19.3,28.5,1047500.0,10475000.0,17.16,2.18,10,52,Secondary Complete,Yam,Weekly,Good,10,0,0.0,False,638,Male,False,False,True,False,False,10
4902,8.66,62.4,16.5,26.4,23.4,269333.0,808000.0,2.56,1.58,41,62,No Formal Education,Maize,Monthly,Poor,2,0,0.0,False,540,Male,False,False,True,False,False,3
410,40.23,44.2,19.4,20.9,19.9,83200.0,416000.0,1.27,0.82,6,22,Secondary Complete,Beans,Never,Good,1,0,0.0,False,622,Male,False,False,False,False,False,5
2845,20.82,65.3,47.3,7.2,17.2,84625.0,566000.0,2.89,1.03,26,48,Primary Complete,Sorghum,Weekly,Excellent,2,77,0.0,True,701,Male,False,False,True,True,False,8
421,29.7,13.7,42.7,22.4,34.4,1279143.0,8954000.0,11.34,2.82,22,38,No Formal Education,Yam,Never,Fair,1,94,0.0,False,569,Male,False,False,False,True,False,7
943,40.73,32.6,10.3,26.2,12.0,35778.0,322000.0,3.07,0.3,41,63,Primary Complete,Rice,Rarely,Fair,2,0,0.0,False,596,Male,True,False,True,False,False,9
362,13.86,63.0,3.1,6.2,21.7,28000.0,196000.0,2.39,0.43,5,21,Primary Incomplete,Sorghum,Never,Poor,1,0,0.77,False,549,Male,False,False,False,False,True,7
1173,33.49,15.0,85.1,23.5,28.9,218600.0,2077000.0,25.97,0.25,40,60,No Formal Education,Vegetables,Weekly,Very Good,3,0,0.0,True,667,Male,False,False,True,False,False,10
1048,43.7,65.5,28.6,29.4,26.1,136286.0,954000.0,0.64,2.49,1,17,Primary Complete,Sesame,Never,Very Poor,1,0,0.0,False,436,Female,False,False,False,False,False,7
5312,19.49,44.7,28.3,17.9,22.7,32889.0,296000.0,1.57,0.47,44,65,Secondary Incomplete,Beans,Monthly,Excellent,2,99,0.81,False,731,Male,False,False,True,True,True,9
359,22.15,52.3,60.8,32.1,11.7,127800.0,1278000.0,4.4,0.83,18,50,Primary Incomplete,Rice,Never,Fair,1,68,0.0,False,578,Male,False,False,False,True,False,10
200,43.82,66.2,28.8,18.7,23.4,138000.0,828000.0,1.64,1.26,36,52,Secondary Complete,Cowpea,Never,Poor,1,0,0.0,False,552,Female,False,False,False,False,False,6
3896,38.59,11.3,60.1,18.9,24.3,684667.0,1852000.0,0.93,4.98,10,26,Primary Complete,Beans,Weekly,Very Good,6,76,0.0,True,669,Male,False,False,True,True,False,3
4389,20.19,33.3,80.2,22.0,33.8,287143.0,2010000.0,7.33,0.98,22,40,No Formal Education,Yam,Rarely,Poor,7,0,0.0,False,529,Female,False,False,True,False,False,7
4182,30.15,51.1,78.6,17.7,29.8,1212500.0,4850000.0,10.25,1.69,34,50,Primary Incomplete,Yam,Monthly,Fair,5,0,0.0,False,612,Male,False,True,True,False,False,4
878,25.01,69.6,75.7,24.7,38.0,337000.0,979000.0,24.01,0.34,1,16,Secondary Complete,Cassava,Rarely,Excellent,10,0,0.81,True,796,Male,True,True,True,False,True,4
2136,17.92,52.9,41.5,20.4,20.5,438400.0,2192000.0,1.14,4.81,1,17,Secondary Complete,Beans,Rarely,Fair,4,0,0.0,False,566,Male,False,False,True,False,False,5
5104,20.32,34.9,5.7,7.3,20.2,52400.0,156000.0,1.79,0.46,5,46,No Formal Education,Sorghum,Rarely,Good,5,0,0.0,True,622,Male,False,False,True,False,False,5
3735,19.79,13.2,51.8,23.8,27.4,1208667.0,3626000.0,13.49,0.96,26,42,Primary Incomplete,Yam,Monthly,Fair,8,0,0.79,False,616,Female,False,False,True,False,True,3
4092,42.76,11.2,5.5,5.7,18.0,10583.0,127000.0,2.25,0.3,18,59,OND/NCE,Sorghum,Monthly,Good,9,0,0.0,False,653,Male,False,False,True,False,False,12
1403,37.58,29.1,95.9,31.4,37.4,37000.0,481000.0,20.04,0.2,34,50,Primary Complete,Cassava,Weekly,Fair,4,75,0.0,False,594,Male,False,False,True,True,False,13
4730,44.24,34.3,81.9,16.8,30.0,97000.0,582000.0,8.68,0.24,6,62,Primary Complete,Yam,Monthly,Very Good,8,88,0.0,False,664,Male,False,False,True,True,False,6
1922,31.18,64.4,40.4,8.2,20.8,69462.0,772000.0,1.89,2.27,15,61,Primary Complete,Millet,Rarely,Good,7,0,0.65,True,622,Male,False,False,True,False,True,13
2825,43.62,4.5,62.7,26.5,26.0,588667.0,1766000.0,13.47,0.41,13,54,No Formal Education,Vegetables,Daily,Fair,3,91,0.0,False,563,Male,False,False,True,True,False,3
4885,19.49,37.4,48.5,30.9,11.4,592667.0,1778000.0,2.79,1.82,2,18,Primary Complete,Rice,Monthly,Good,10,80,0.0,False,631,Male,False,False,True,True,False,3
412,44.18,40.0,144.8,35.7,7.5,129000.0,612000.0,1.91,0.71,6,22,Primary Complete,Groundnut,Never,Fair,1,99,0.0,True,578,Female,False,False,False,True,False,6
607,38.38,15.6,57.2,34.3,9.3,214000.0,2354000.0,1.1,4.75,42,58,No Formal Education,Groundnut,Never,Very Poor,1,0,0.0,False,475,Female,False,False,False,False,False,11
676,27.18,17.8,69.8,19.8,24.8,30286.0,212000.0,1.4,0.38,19,35,No Formal Education,Cowpea,Rarely,Fair,6,81,0.61,False,605,Male,False,False,True,True,True,7
5298,19.66,64.0,143.3,22.0,26.2,661900.0,6619000.0,14.96,1.58,3,19,Secondary Incomplete,Yam,Weekly,Fair,10,0,0.0,False,564,Female,False,False,True,False,False,10
4647,5.59,64.4,139.7,20.6,31.5,107111.0,826000.0,13.43,0.22,11,55,Primary Complete,Yam,Weekly,Good,6,0,0.0,True,644,Male,False,False,True,False,False,9
4259,10.26,0.8,83.7,32.3,36.3,509500.0,1835000.0,13.41,1.14,9,25,Primary Complete,Cassava,Weekly,Good,2,0,0.0,True,621,Male,False,False,True,False,False,4
3979,27.51,14.9,76.0,28.9,9.5,272000.0,1088000.0,3.05,1.02,35,65,Primary Incomplete,Rice,Rarely,Fair,7,82,0.0,False,618,Male,False,False,True,True,False,4
796,43.59,30.4,54.8,24.3,24.6,253667.0,1428000.0,15.46,0.42,2,18,Primary Complete,Plantain,Monthly,Excellent,7,81,0.0,True,764,Female,False,False,True,True,False,6
5689,34.58,30.4,139.2,25.6,11.1,102000.0,340000.0,4.43,0.22,18,34,Primary Incomplete,Rice,Daily,Very Good,10,70,0.0,True,694,Male,False,False,True,True,False,4
677,18.79,58.6,93.7,29.4,29.6,286250.0,3335000.0,14.78,1.88,9,25,No Formal Education,Cassava,Monthly,Fair,4,0,0.0,True,604,Male,False,False,True,False,False,12
1618,32.91,38.7,34.0,30.6,11.4,22400.0,224000.0,3.22,0.2,9,50,Secondary Complete,Rice,Monthly,Good,1,0,0.0,False,642,Male,True,False,True,False,False,10
1039,34.88,43.5,74.5,18.7,24.1,575200.0,2876000.0,1.21,5.94,18,46,Secondary Complete,Beans,Never,Good,1,0,0.85,False,639,Male,False,False,False,False,True,5
1010,28.93,44.0,75.7,24.2,23.5,122000.0,240000.0,0.8,0.2,3,19,Primary Complete,Cocoa,Never,Poor,1,95,0.0,True,524,Female,False,False,False,True,False,3
549,34.44,58.6,86.2,20.3,36.2,360538.0,4617000.0,9.59,1.72,8,59,No Formal Education,Yam,Never,Excellent,1,0,0.8,True,707,Male,False,True,False,False,True,13
2330,34.4,43.3,80.9,24.2,29.5,38000.0,105000.0,0.71,0.1,5,53,Primary Incomplete,Cocoa,Rarely,Fair,1,0,0.0,True,607,Male,False,False,True,False,False,5
316,5.17,3.0,7.3,27.9,20.3,103000.0,92000.0,4.64,0.1,20,44,OND/NCE,Maize,Never,Fair,1,0,0.0,True,609,Male,False,False,False,False,False,5
1235,44.1,1.4,42.7,5.8,20.0,90364.0,994000.0,2.18,2.53,5,21,No Formal Education,Millet,Never,Fair,1,0,0.0,False,564,Male,False,False,True,False,False,11
584,22.93,49.0,108.5,26.7,21.6,1398800.0,13645000.0,27.29,2.0,15,31,Secondary Complete,Tomato,Never,Fair,1,0,0.0,True,611,Female,False,False,False,False,False,10
1187,29.24,32.2,71.1,8.4,19.4,67364.0,741000.0,1.85,2.11,17,33,No Formal Education,Sorghum,Never,Poor,1,0,0.0,False,517,Male,False,False,False,False,False,11
1491,18.79,68.8,22.8,32.3,9.0,288400.0,1442000.0,3.52,1.17,20,43,Primary Complete,Rice,Monthly,Fair,8,0,0.0,False,619,Male,True,False,True,False,False,5
113,32.39,68.6,84.9,23.2,26.1,110250.0,945000.0,5.25,0.36,6,30,Secondary Complete,Oil Palm,Never,Good,1,67,0.0,True,655,Female,False,False,False,True,False,12
3851,39.04,51.3,46.4,23.0,24.0,153000.0,328000.0,1.21,0.68,10,26,Primary Complete,Cowpea,Weekly,Good,4,0,0.69,True,628,Male,False,False,True,False,True,3
1254,40.5,59.3,19.3,18.5,23.9,25600.0,256000.0,1.59,0.4,12,55,Secondary Complete,Cowpea,Rarely,Good,3,0,0.0,False,650,Male,False,True,True,False,False,10
821,38.41,34.4,89.7,21.8,23.9,110250.0,200000.0,1.09,0.46,6,56,Secondary Incomplete,Cowpea,Never,Good,1,91,0.0,True,641,Male,False,False,False,True,False,4
5927,13.79,66.3,67.5,28.9,23.9,570000.0,2086000.0,3.98,2.62,15,31,Primary Complete,Maize,Weekly,Good,9,0,0.64,True,649,Male,False,True,True,False,True,4
5658,20.47,10.3,90.1,5.9,20.8,267100.0,2567000.0,2.51,5.68,12,28,Primary Complete,Millet,Rarely,Good,9,90,0.0,True,645,Male,True,False,True,True,False,10
258,7.62,4.3,87.1,26.4,20.3,3383571.0,23685000.0,27.62,3.43,17,56,Secondary Incomplete,Tomato,Never,Poor,1,0,0.47,False,489,Female,False,False,False,False,True,7
2845,33.18,14.6,127.7,28.1,22.8,149714.0,2096000.0,3.03,3.46,6,34,Primary Incomplete,Maize,Rarely,Fair,10,0,0.0,False,572,Male,False,False,True,False,False,14
5226,19.51,36.0,27.7,30.5,38.0,192750.0,1447000.0,21.93,0.55,23,50,Primary Incomplete,Cassava,Monthly,Very Good,4,0,0.81,True,676,Male,False,False,True,False,True,8
1174,32.41,60.4,32.0,26.3,21.1,57667.0,519000.0,10.24,0.23,9,34,Primary Incomplete,Plantain,Never,Fair,1,95,0.0,False,560,Male,False,False,False,True,False,9
1485,21.7,5.8,35.8,18.7,21.4,84000.0,1092000.0,1.75,1.56,25,55,HND/BSc,Cowpea,Monthly,Fair,9,0,0.0,False,598,Male,False,False,True,False,False,13
1613,21.35,43.6,5.3,16.2,27.6,236071.0,3192000.0,15.4,0.74,5,46,Primary Complete,Yam,Monthly,Fair,1,0,0.56,True,617,Male,False,False,True,False,True,14
274,41.58,15.9,17.6,6.8,20.1,68200.0,245000.0,2.68,0.48,21,37,Primary Complete,Sorghum,Never,Good,1,0,0.76,True,625,Male,False,False,False,False,True,5
1908,43.24,34.0,101.5,25.5,26.4,231429.0,1620000.0,0.92,1.17,14,30,Secondary Incomplete,Cocoa,Rarely,Good,8,76,0.71,False,624,Male,False,False,True,True,True,7
2533,11.14,67.6,9.6,27.5,11.8,29750.0,287000.0,2.42,0.34,3,61,No Formal Education,Rice,Weekly,Fair,10,0,0.52,True,578,Male,False,False,True,False,True,12
2245,21.26,19.6,102.2,7.8,18.3,169917.0,1915000.0,2.8,3.6,13,38,Primary Incomplete,Sorghum,Monthly,Excellent,6,100,0.81,True,745,Female,False,True,True,True,True,12
1038,17.41,64.7,8.9,7.7,19.0,110750.0,838000.0,2.64,1.67,11,36,No Formal Education,Sorghum,Never,Good,1,74,0.0,True,638,Female,False,True,False,True,False,8
2972,23.01,27.0,31.7,23.3,28.6,12538.0,163000.0,1.33,0.32,5,21,Secondary Complete,Soybean,Daily,Good,4,70,0.0,False,625,Male,False,False,True,True,False,13
716,16.15,60.6,12.2,27.1,8.4,310500.0,2429000.0,2.99,2.32,3,26,No Formal Education,Rice,Monthly,Fair,5,84,0.0,True,602,Male,False,False,True,True,False,8
688,27.74,49.4,52.1,6.8,20.4,142500.0,1710000.0,2.41,3.94,21,37,Primary Incomplete,Millet,Weekly,Good,8,0,0.0,False,626,Male,False,False,True,False,False,12
521,29.82,49.6,80.9,28.6,26.7,57077.0,338000.0,3.76,0.45,5,26,Secondary Complete,Maize,Never,Fair,1,0,0.59,True,592,Male,False,False,False,False,True,13
5327,29.4,2.3,106.2,20.8,19.4,24444.0,220000.0,3.25,0.34,3,19,Secondary Complete,Maize,Weekly,Good,5,0,0.0,False,626,Female,False,True,True,False,False,9
4745,18.94,51.6,57.0,7.7,21.9,69000.0,882000.0,1.59,2.92,5,62,No Formal Education,Sorghum,Weekly,Good,9,0,0.0,True,630,Male,False,False,True,False,False,14
829,22.36,2.3,35.4,18.0,20.1,26571.0,372000.0,1.01,0.92,2,18,Masters/PhD,Beans,Never,Fair,1,65,0.0,False,613,Male,False,False,False,True,False,14
5657,26.63,8.3,59.2,23.2,39.6,334714.0,2252000.0,25.02,0.75,43,62,Primary Complete,Cassava,Monthly,Very Good,8,0,0.0,True,685,Male,False,False,True,False,False,7
2492,27.69,37.6,59.5,20.5,35.9,71786.0,1005000.0,11.23,0.32,11,33,Primary Complete,Yam,Rarely,Fair,3,80,0.0,False,604,Male,False,False,True,True,False,14
833,20.06,51.3,83.9,8.3,21.3,128000.0,1282000.0,2.49,2.71,18,61,Primary Incomplete,Guinea Corn,Never,Poor,1,0,0.0,True,550,Male,False,False,False,False,False,11
1084,22.57,4.7,111.1,28.8,8.1,113000.0,306000.0,1.69,0.4,19,50,Secondary Incomplete,Groundnut,Never,Fair,1,0,0.72,True,585,Male,False,False,False,False,True,4
2017,16.19,9.7,51.2,16.6,35.7,308556.0,2652000.0,13.92,0.68,36,61,Primary Incomplete,Yam,Weekly,Good,10,0,0.0,True,652,Female,False,False,True,False,False,9
4309,5.28,20.3,22.4,22.7,26.5,33818.0,285000.0,0.92,0.21,33,49,No Formal Education,Cocoa,Monthly,Very Good,7,82,0.0,True,660,Male,True,False,True,True,False,11
2904,7.36,57.0,35.1,23.4,21.2,30000.0,180000.0,1.51,0.3,37,65,Primary Incomplete,Cowpea,Rarely,Fair,3,80,0.48,False,584,Female,False,False,True,True,True,6
583,25.65,7.9,64.3,24.6,22.2,1949818.0,21448000.0,23.57,3.64,7,46,Secondary Complete,Tomato,Never,Good,1,0,0.0,False,634,Female,True,False,False,False,False,11
1313,37.65,49.9,84.9,18.8,35.1,84364.0,496000.0,10.44,0.17,11,27,HND/BSc,Yam,Weekly,Excellent,7,0,0.0,True,721,Male,True,False,True,False,False,11
348,20.88,34.6,145.8,23.5,21.4,23000.0,236000.0,1.91,0.31,33,56,Primary Incomplete,Cowpea,Never,Fair,1,82,0.0,True,618,Male,False,False,False,True,False,13
2577,38.64,69.9,17.6,19.1,22.1,124800.0,624000.0,1.44,1.08,36,55,Primary Incomplete,Beans,Monthly,Very Good,10,100,0.72,False,680,Male,False,False,True,True,True,5
1194,16.87,49.1,34.7,16.8,25.4,93100.0,801000.0,11.44,0.25,11,42,Primary Incomplete,Yam,Weekly,Very Good,8,79,0.75,True,693,Male,False,False,True,True,True,10
5507,27.29,4.6,22.9,21.1,28.2,10222.0,92000.0,1.11,0.21,1,16,No Formal Education,Beans,Monthly,Poor,1,0,0.0,False,551,Female,False,False,True,False,False,9
568,27.97,45.4,40.8,19.5,32.4,512000.0,1445000.0,9.39,0.55,1,16,No Formal Education,Yam,Rarely,Very Good,7,99,0.0,True,680,Male,False,False,True,True,False,3
3044,39.97,22.2,47.6,30.5,10.9,559750.0,2180000.0,2.71,2.3,30,46,No Formal Education,Rice,Weekly,Poor,3,0,0.0,True,543,Female,False,False,True,False,False,4
373,13.77,49.5,81.8,6.3,16.9,13700.0,137000.0,2.01,0.38,7,31,Primary Incomplete,Millet,Monthly,Fair,4,0,0.0,False,573,Male,False,False,True,False,False,10
643,17.36,10.3,132.3,34.7,7.4,88200.0,441000.0,1.32,0.74,21,37,Primary Complete,Groundnut,Never,Poor,1,72,0.0,False,544,Female,False,False,False,True,False,5
4817,15.76,2.9,137.4,16.0,27.6,1843000.0,7372000.0,10.79,2.44,11,46,Secondary Complete,Yam,Monthly,Good,5,0,0.72,False,630,Male,False,False,True,False,True,4
4269,31.91,45.5,9.0,21.0,26.4,134000.0,536000.0,3.48,0.77,29,49,Primary Complete,Maize,Monthly,Very Good,9,78,0.0,False,660,Female,False,False,True,True,False,4
965,42.97,60.3,123.3,27.9,24.5,507333.0,1522000.0,3.03,2.51,12,62,No Formal Education,Maize,Daily,Fair,4,0,0.0,False,563,Male,False,False,True,False,False,3
5503,18.43,14.2,65.5,26.7,19.4,31917.0,232000.0,2.28,0.51,8,28,Primary Complete,Maize,Daily,Excellent,10,95,0.0,True,722,Male,False,False,True,True,False,12
994,25.71,64.2,58.2,21.8,26.2,76182.0,536000.0,1.37,0.98,18,64,Secondary Complete,Cowpea,Never,Good,1,0,0.0,True,628,Male,False,False,False,False,False,11
3796,26.09,61.3,31.3,7.2,15.4,107083.0,1285000.0,1.65,4.33,2,18,Secondary Complete,Millet,Rarely,Fair,2,99,0.0,False,601,Male,False,False,True,True,False,12
593,27.08,32.8,28.2,21.7,27.0,123000.0,492000.0,1.05,1.17,17,33,No Formal Education,Cowpea,Never,Poor,1,0,0.0,False,486,Male,False,False,False,False,False,4
2862,21.58,55.7,77.2,20.8,27.7,147875.0,1084000.0,9.21,0.42,7,23,Primary Incomplete,Yam,Weekly,Good,4,70,0.0,True,649,Male,True,False,True,True,False,8
640,26.58,39.7,1.6,32.9,37.9,505556.0,4219000.0,14.96,2.35,12,39,Secondary Complete,Cassava,Never,Very Good,1,0,0.0,True,662,Female,False,False,False,False,False,9
2809,35.09,8.6,58.3,28.6,29.6,270833.0,1625000.0,23.76,0.57,16,32,Primary Complete,Cassava,Monthly,Very Good,4,0,0.0,False,673,Female,False,False,True,False,False,6
2643,25.46,35.6,40.0,28.5,22.4,11250.0,90000.0,0.59,0.11,8,49,Secondary Complete,Cocoa,Monthly,Fair,6,0,0.0,False,577,Female,False,False,True,False,False,8
5684,31.57,57.6,57.5,24.1,10.8,50222.0,452000.0,3.22,0.4,24,46,Secondary Complete,Rice,Rarely,Fair,2,0,0.0,False,567,Male,False,False,True,False,False,9
768,44.92,49.2,129.1,24.6,24.8,91000.0,1001000.0,2.14,0.67,6,22,Secondary Complete,Rubber,Never,Poor,1,0,0.0,False,528,Female,False,False,False,False,False,11
1896,31.35,9.9,7.0,22.2,33.8,2062667.0,6079000.0,9.12,2.38,44,64,No Formal Education,Yam,Rarely,Fair,2,0,0.0,True,590,Male,False,False,True,False,False,3
790,41.02,66.9,94.1,20.0,36.9,1559000.0,7795000.0,14.73,1.89,20,39,Secondary Complete,Yam,Never,Fair,1,74,0.0,False,590,Female,False,False,False,True,False,5
881,23.85,6.2,113.4,24.4,28.7,145333.0,872000.0,1.59,1.37,29,65,Primary Complete,Cowpea,Never,Fair,1,0,0.0,False,582,Male,True,False,False,False,False,6
1219,36.62,4.9,87.8,23.2,36.3,558923.0,7266000.0,17.3,1.5,6,42,Primary Incomplete,Yam,Weekly,Good,6,0,0.0,False,628,Male,False,False,True,False,False,13
4173,14.89,69.5,1.3,25.0,23.7,36000.0,144000.0,0.96,0.38,8,41,No Formal Education,Cowpea,Monthly,Good,4,69,0.0,False,625,Male,False,False,True,True,False,4
347,44.49,29.9,96.6,28.2,25.0,242333.0,2774000.0,2.82,4.92,8,62,Primary Complete,Maize,Never,Fair,1,0,0.0,True,611,Male,False,False,True,False,False,12
1015,20.7,39.9,26.2,22.7,20.4,535778.0,4644000.0,13.53,1.56,29,45,Secondary Incomplete,Plantain,Never,Excellent,1,92,0.0,True,727,Female,False,False,False,True,False,9
3348,12.29,34.0,84.9,25.0,28.6,94583.0,872000.0,2.37,1.84,24,40,Secondary Complete,Maize,Weekly,Excellent,7,99,0.78,True,717,Male,False,False,True,True,True,12
5192,27.92,6.3,97.1,26.0,26.6,69250.0,380000.0,1.75,0.54,16,56,Secondary Incomplete,Cowpea,Monthly,Good,1,80,0.0,True,655,Male,False,False,True,True,False,8
1093,12.6,38.6,26.7,20.7,31.8,168300.0,1582000.0,16.13,0.35,20,57,No Formal Education,Yam,Never,Very Good,1,0,0.0,True,664,Female,False,False,False,False,False,10
830,12.79,1.2,54.5,20.2,33.3,413000.0,1652000.0,14.74,0.4,28,44,Primary Incomplete,Yam,Never,Fair,1,90,0.0,False,569,Male,False,False,False,True,False,4
